Identifier	MoleculeName	
Q12933	UniProt:Q12933 TRAF2	
Q15628	UniProt:Q15628 TRADD	
Q13546	UniProt:Q13546 RIPK1	
Q13158	UniProt:Q13158 FADD	
Q14790	UniProt:Q14790 CASP8	
O15519-2	UniProt:O15519-2 CFLAR	
O14763	UniProt:O14763 TNFRSF10B	
O00220	UniProt:O00220 TNFRSF10A	
P50591	UniProt:P50591 TNFSF10	
P48023	UniProt:P48023 FASLG	
P25445	UniProt:P25445 FAS	
P08571	UniProt:P08571 CD14	
O00206	UniProt:O00206 TLR4	
Q9Y6Y9	UniProt:Q9Y6Y9 LY96	
Q86XR7	UniProt:Q86XR7 TICAM2	
Q8IUC6	UniProt:Q8IUC6 TICAM1	
Q76RF1	UniProt:Q76RF1 ORF71	
Q98325	UniProt:Q98325 MC159L	
O15519-1	UniProt:O15519-1 CFLAR	
Q9UKG1	UniProt:Q9UKG1 APPL1	
P43146	UniProt:P43146 DCC	
P55211	UniProt:P55211 CASP9	
P42574	UniProt:P42574 CASP3	
Q8IZJ1	UniProt:Q8IZJ1 UNC5B	
Q9UIK4	UniProt:Q9UIK4 DAPK2	
O43293	UniProt:O43293 DAPK3	
P53355	UniProt:P53355 DAPK1	
Q6ZN44	UniProt:Q6ZN44 UNC5A	
Q9Y5V3	UniProt:Q9Y5V3 MAGED1	
Q9NR28	UniProt:Q9NR28 DIABLO	
Q16611	UniProt:Q16611 BAK1	
Q07812	UniProt:Q07812 BAX	
O43236-6	UniProt:O43236-6 SEPTIN4	
P99999	UniProt:P99999 CYCS	
P57764	UniProt:P57764 GSDMD	
O60443	UniProt:O60443 GSDME	
O14727	UniProt:O14727 APAF1	
P55210	UniProt:P55210 CASP7	
P98170	UniProt:P98170 XIAP	
Q9Y2G2	UniProt:Q9Y2G2 CARD8	
Q96GX9	UniProt:Q96GX9 APIP	
Q9NQS1	UniProt:Q9NQS1 AVEN	
P27361	UniProt:P27361 MAPK3	
P28482	UniProt:P28482 MAPK1	
Q9BZF9	UniProt:Q9BZF9 UACA	
Q8N726	UniProt:Q8N726 CDKN2A	
Q07021	UniProt:Q07021 C1QBP	
P55957	UniProt:P55957 BID	
P10415	UniProt:P10415 BCL2	
Q92934	UniProt:Q92934 BAD	
Q13794	UniProt:Q13794 PMAIP1	
Q9BXH1	UniProt:Q9BXH1 BBC3	
O43521	UniProt:O43521 BCL2L11	
Q96LC9	UniProt:Q96LC9 BMF	
Q07817	UniProt:Q07817 BCL2L1	
P40763	UniProt:P40763 STAT3	
P45983	UniProt:P45983 MAPK8	
Q96FJ2	UniProt:Q96FJ2 DYNLL2	
P48454	UniProt:P48454 PPP3CC	
P63098	UniProt:P63098 PPP3R1	
P27348	UniProt:P27348 YWHAQ	
Q04917	UniProt:Q04917 YWHAH	
P61981	UniProt:P61981 YWHAG	
P31946	UniProt:P31946 YWHAB	
P63104	UniProt:P63104 YWHAZ	
P31947	UniProt:P31947 SFN	
P62258	UniProt:P62258 YWHAE	
Q9Y243	UniProt:Q9Y243 AKT3	
P31751	UniProt:P31751 AKT2	
P31749	UniProt:P31749 AKT1	
P63167	UniProt:P63167 DYNLL1	
P04637	UniProt:P04637 TP53	
Q01094	UniProt:Q01094 E2F1	
