Identifier	MoleculeName	
Q92616	UniProt:Q92616 GCN1	
P47914	UniProt:P47914 RPL29	
P46779	UniProt:P46779 RPL28	
P46776	UniProt:P46776 RPL27A	
P61353	UniProt:P61353 RPL27	
Q92901	UniProt:Q92901 RPL3L	
P39023	UniProt:P39023 RPL3	
P83731	UniProt:P83731 RPL24	
Q96L21	UniProt:Q96L21 RPL10L	
P27635	UniProt:P27635 RPL10	
P62750	UniProt:P62750 RPL23A	
P62829	UniProt:P62829 RPL23	
P46778	UniProt:P46778 RPL21	
P84098	UniProt:P84098 RPL19	
Q6P5R6	UniProt:Q6P5R6 RPL22L1	
P35268	UniProt:P35268 RPL22	
Q02543	UniProt:Q02543 RPL18A	
Q07020	UniProt:Q07020 RPL18	
P18621	UniProt:P18621 RPL17	
P61313	UniProt:P61313 RPL15	
P50914	UniProt:P50914 RPL14	
P40429	UniProt:P40429 RPL13A	
Q9UNX3	UniProt:Q9UNX3 RPL26L1	
P61254	UniProt:P61254 RPL26	
P26373	UniProt:P26373 RPL13	
P30050	UniProt:P30050 RPL12	
P62913	UniProt:P62913 RPL11	
P62906	UniProt:P62906 RPL10A	
Q969Q0	UniProt:Q969Q0 RPL36AL	
P83881	UniProt:P83881 RPL36A	
P05387	UniProt:P05387 RPLP2	
P05386	UniProt:P05386 RPLP1	
P05388	UniProt:P05388 RPLP0	
Q96EH5	UniProt:Q96EH5 RPL39L	
P62891	UniProt:P62891 RPL39	
P32969	UniProt:P32969 RPL9	
P62917	UniProt:P62917 RPL8	
P62424	UniProt:P62424 RPL7A	
P18124	UniProt:P18124 RPL7	
Q02878	UniProt:Q02878 RPL6	
P46777	UniProt:P46777 RPL5	
P62945	UniProt:P62945 RPL41	
P62987	UniProt:P62987 UBA52	
P36578	UniProt:P36578 RPL4	
P63173	UniProt:P63173 RPL38	
P61513	UniProt:P61513 RPL37A	
P61927	UniProt:P61927 RPL37	
Q9Y3U8	UniProt:Q9Y3U8 RPL36	
P18077	UniProt:P18077 RPL35A	
P42766	UniProt:P42766 RPL35	
P49207	UniProt:P49207 RPL34	
P62910	UniProt:P62910 RPL32	
P62899	UniProt:P62899 RPL31	
P62888	UniProt:P62888 RPL30	
P62081	UniProt:P62081 RPS7	
P62753	UniProt:P62753 RPS6	
P46782	UniProt:P46782 RPS5	
P61247	UniProt:P61247 RPS3A	
P62861	UniProt:P62861 FAU	
P23396	UniProt:P23396 RPS3	
P62273	UniProt:P62273 RPS29	
P62857	UniProt:P62857 RPS28	
P62979	UniProt:P62979 RPS27A	
Q8TD47	UniProt:Q8TD47 RPS4Y2	
P62701	UniProt:P62701 RPS4X	
P22090	UniProt:P22090 RPS4Y1	
P62854	UniProt:P62854 RPS26	
P62851	UniProt:P62851 RPS25	
P62847	UniProt:P62847 RPS24	
Q71UM5	UniProt:Q71UM5 RPS27L	
P42677	UniProt:P42677 RPS27	
P62266	UniProt:P62266 RPS23	
P63220	UniProt:P63220 RPS21	
P60866	UniProt:P60866 RPS20	
P15880	UniProt:P15880 RPS2	
P62244	UniProt:P62244 RPS15A	
P39019	UniProt:P39019 RPS19	
P62269	UniProt:P62269 RPS18	
P08708	UniProt:P08708 RPS17	
P62249	UniProt:P62249 RPS16	
P62841	UniProt:P62841 RPS15	
P62263	UniProt:P62263 RPS14	
P62277	UniProt:P62277 RPS13	
P25398	UniProt:P25398 RPS12	
P62280	UniProt:P62280 RPS11	
P08865	UniProt:P08865 RPSA	
P46783	UniProt:P46783 RPS10	
P46781	UniProt:P46781 RPS9	
P62241	UniProt:P62241 RPS8	
Q9P2K8	UniProt:Q9P2K8 EIF2AK4	
P20042	UniProt:P20042 EIF2S2	
P41091	UniProt:P41091 EIF2S3	
P05198	UniProt:P05198 EIF2S1	
P53567	UniProt:P53567 CEBPG	
P35638	UniProt:P35638 DDIT3	
P17676	UniProt:P17676 CEBPB	
P18848	UniProt:P18848 ATF4	
P15336	UniProt:P15336 ATF2	
P08243	UniProt:P08243 ASNS	
Q96RU7	UniProt:Q96RU7 TRIB3	
P18847	UniProt:P18847 ATF3	
