Identifier	MoleculeName	
P01241	UniProt:P01241 GH1	
P01242	UniProt:P01242 GH2	
P10912	UniProt:P10912 GHR	
O60674	UniProt:O60674 JAK2	
O14508	UniProt:O14508 SOCS2	
Q9NSE2	UniProt:Q9NSE2 CISH	
O15524	UniProt:O15524 SOCS1	
O14543	UniProt:O14543 SOCS3	
P18031	UniProt:P18031 PTPN1	
P35568	UniProt:P35568 IRS1	
Q9Y4H2	UniProt:Q9Y4H2 IRS2	
P29350	UniProt:P29350 PTPN6	
P51692	UniProt:P51692 STAT5B	
P42229	UniProt:P42229 STAT5A	
P40763	UniProt:P40763 STAT3	
P42224	UniProt:P42224 STAT1	
P07948	UniProt:P07948 LYN	
P27361	UniProt:P27361 MAPK3	
P28482	UniProt:P28482 MAPK1	
P78536	UniProt:P78536 ADAM17	
P01236	UniProt:P01236 PRL	
P0DML2	UniProt:P0DML2 CSH1	
P16471	UniProt:P16471 PRLR	
Q9NRF2-2	UniProt:Q9NRF2-2 SH2B1	
