userId	geneSymbol	geneName	entrezgene	score	gLink
196527	ANO6	anoctamin 6	196527	-2.93501545343509	https://www.ncbi.nlm.nih.gov/gene/?term=196527
196541	METTL21C	methyltransferase 21C, AARS1 lysine	196541	1.13596478842628	https://www.ncbi.nlm.nih.gov/gene/?term=196541
1969	EPHA2	EPH receptor A2	1969	-0.655667901136081	https://www.ncbi.nlm.nih.gov/gene/?term=1969
197	AHSG	alpha 2-HS glycoprotein	197	2.74660009706189	https://www.ncbi.nlm.nih.gov/gene/?term=197
1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	1978	0.412104950820158	https://www.ncbi.nlm.nih.gov/gene/?term=1978
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	1981	-1.18105700312163	https://www.ncbi.nlm.nih.gov/gene/?term=1981
1984	EIF5A	eukaryotic translation initiation factor 5A	1984	0.814024351026712	https://www.ncbi.nlm.nih.gov/gene/?term=1984
199	AIF1	allograft inflammatory factor 1	199	1.01894027719657	https://www.ncbi.nlm.nih.gov/gene/?term=199
1991	ELANE	elastase, neutrophil expressed	1991	2.87856267525777	https://www.ncbi.nlm.nih.gov/gene/?term=1991
1992	SERPINB1	serpin family B member 1	1992	2.53985849644988	https://www.ncbi.nlm.nih.gov/gene/?term=1992
2	A2M	alpha-2-macroglobulin	2	3.885188825075	https://www.ncbi.nlm.nih.gov/gene/?term=2
200150	PLD5	phospholipase D family member 5	200150	1.19788561797858	https://www.ncbi.nlm.nih.gov/gene/?term=200150
200504	GKN2	gastrokine 2	200504	-0.174334214085097	https://www.ncbi.nlm.nih.gov/gene/?term=200504
202051	SPATA24	spermatogenesis associated 24	202051	1.56717218670919	https://www.ncbi.nlm.nih.gov/gene/?term=202051
202052	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	202052	1.0023344457704	https://www.ncbi.nlm.nih.gov/gene/?term=202052
2022	ENG	endoglin	2022	-0.308901160351033	https://www.ncbi.nlm.nih.gov/gene/?term=2022
2026	ENO2	enolase 2	2026	-1.0041083181291	https://www.ncbi.nlm.nih.gov/gene/?term=2026
