"contrast","estimate","SE","df","t.ratio","p.value","Protein","p_adj_FDR"
"draw 2 - draw 4",-11.5245614035088,7.65587616455388,82,-1.50532233748328,0.562043219197371,"IL.17",1
"draw 2 - draw 5",-12.0194331983806,7.97819016982331,82,-1.50653631243873,0.561264969263726,"IL.17",1
"draw 3 - draw 4",-14.6541666666667,7.96623470336097,82,-1.83953488848176,0.358343953610516,"IL.17",1
"draw 3 - draw 5",-15.1490384615385,8.27647110113444,82,-1.83037411433262,0.363449387823007,"IL.17",1
"draw 4 - draw 5",-0.494871794871788,8.39923208063297,82,-0.0589186951998705,0.999997207935712,"IL.17",1
"draw 1 - draw 2",-1934.42872807018,1522.35476681721,82,-1.27068195287652,0.709766929808167,"PAK4",1
"draw 1 - draw 3",-3233.37083333334,1600.03118946655,82,-2.02081737819832,0.265392773711617,"PAK4",1
"draw 1 - draw 4",-2615.41083333334,1631.7180514894,82,-1.60285708118877,0.499902124759735,"PAK4",1
"draw 1 - draw 5",-853.840064102566,1707.21268891572,82,-0.500136901304813,0.98713428565969,"PAK4",1
"draw 2 - draw 3",-1298.94210526316,1682.13673567408,82,-0.772197692206418,0.937887001649489,"PAK4",1
"draw 2 - draw 4",-680.98210526316,1712.30487641508,82,-0.397699098240541,0.994623633797302,"PAK4",1
"draw 2 - draw 5",1080.58866396761,1784.39327375815,82,0.605577637989946,0.973838766777345,"PAK4",1
"draw 3 - draw 4",617.96,1781.71932722568,82,0.346833527906007,0.996832592468629,"PAK4",1
"draw 3 - draw 5",2379.53076923077,1851.10646010649,82,1.28546402949395,0.700820887882052,"PAK4",1
"draw 4 - draw 5",1761.57076923077,1878.56304630391,82,0.937722464357359,0.881337484820216,"PAK4",1
"draw 1 - draw 2",-860.610745614035,621.397820446496,82,-1.38495938881095,0.638959317629583,"Proteinase.3",1
"draw 1 - draw 3",1311.52708333333,653.103938354408,82,2.00814450244768,0.271359488032219,"Proteinase.3",1
"draw 1 - draw 4",1203.3875,666.037945214686,82,1.80678519691864,0.376759115300557,"Proteinase.3",1
"draw 1 - draw 5",908.405448717951,696.853497656638,82,1.30358167358378,0.689756192409942,"Proteinase.3",1
"draw 2 - draw 3",2172.13782894737,686.617944794967,82,3.16353198370893,0.0181105851019445,"Proteinase.3",0.518621300646593
"draw 2 - draw 4",2063.99824561404,698.932036957976,82,2.95307431405972,0.0325408819798916,"Proteinase.3",0.740991167975844
"draw 2 - draw 5",1769.01619433199,728.357223494567,82,2.42877552012798,0.117993788259849,"Proteinase.3",1
"draw 3 - draw 4",-108.139583333333,727.265766638722,82,-0.148693350208318,0.999887766636717,"Proteinase.3",1
"draw 3 - draw 5",-403.121634615383,755.588345632129,82,-0.533520185886575,0.983612138074356,"Proteinase.3",1
"draw 4 - draw 5",-294.98205128205,766.795630025928,82,-0.38469448668099,0.995269933010865,"Proteinase.3",1
"draw 1 - draw 2",-40332.9947368421,6566.268649958,82,-6.14245272116609,2.75285872319841e-07,"C9",0.000231240132748667
"draw 1 - draw 3",-23381.475,6901.30504883208,82,-3.38797877134223,0.00932358662999577,"C9",0.34665176947897
"draw 1 - draw 4",-13706.2333333333,7037.97782265024,82,-1.94746753665843,0.301066913213828,"C9",1
"draw 1 - draw 5",-14568.6923076923,7363.60367660856,82,-1.97847316986541,0.285653127132471,"C9",1
"draw 2 - draw 3",16951.5197368421,7255.44528329091,82,2.33638585572149,0.144002735122489,"C9",1
"draw 2 - draw 4",26626.7614035088,7385.56746052121,82,3.6052424604933,0.00473184802139792,"C9",0.233181560915908
"draw 2 - draw 5",25764.3024291498,7696.50141219738,82,3.34753429503939,0.0105384201850049,"C9",0.37580404055961
"draw 3 - draw 4",9675.24166666666,7684.96806158123,82,1.25898267749937,0.716791490761091,"C9",1
"draw 3 - draw 5",8812.7826923077,7984.25083408394,82,1.10377077016254,0.804084480700939,"C9",1
"draw 4 - draw 5",-862.458974358965,8102.67744863706,82,-0.106441232521731,0.99997037329988,"C9",1
"draw 1 - draw 2",55.8980263157895,40.4782383474852,82,1.38094019398604,0.641501915544889,"IL.10",1
"draw 1 - draw 3",69.675,42.5435944776817,82,1.63773185729644,0.478022333789192,"IL.10",1
"draw 1 - draw 4",57.6741666666667,43.3861236840155,82,1.32932287490609,0.67386479325514,"IL.10",1
"draw 1 - draw 5",44.6259615384616,45.3934678289603,82,0.983092142389503,0.862162707525185,"IL.10",1
"draw 2 - draw 3",13.7769736842105,44.726717585042,82,0.308025592488772,0.998005121060596,"IL.10",1
"draw 2 - draw 4",1.77614035087722,45.5288651645894,82,0.0390113029274147,0.999999462858081,"IL.10",1
"draw 2 - draw 5",-11.2720647773279,47.4456400145423,82,-0.237578516674514,0.999280696220081,"IL.10",1
"draw 3 - draw 4",-12.0008333333333,47.3745418399057,82,-0.253318193005182,0.999073776547122,"IL.10",1
"draw 3 - draw 5",-25.0490384615384,49.2194921525521,82,-0.508925171025755,0.986264262255468,"IL.10",1
"draw 4 - draw 5",-13.0482051282051,49.9495415894721,82,-0.261227725280171,0.998954636330161,"IL.10",1
"draw 1 - draw 2",-2581.27521929825,1110.41386883904,82,-2.32460642985036,0.147612591762752,"CATC",1
"draw 1 - draw 3",-1315.12291666667,1167.07147511563,82,-1.12685721886602,0.791904109928315,"CATC",1
"draw 1 - draw 4",-1259.46083333333,1190.18404507443,82,-1.05820678620723,0.827159055372603,"CATC",1
"draw 1 - draw 5",-992.261858974361,1245.25024531133,82,-0.796837312588749,0.930820587167031,"CATC",1
"draw 2 - draw 3",1266.15230263158,1226.9597082691,82,1.03194285362293,0.839843328392227,"CATC",1
"draw 2 - draw 4",1321.81438596491,1248.96451464281,82,1.05832821546811,0.827099337460563,"CATC",1
"draw 2 - draw 5",1589.01336032389,1301.5461847876,82,1.22086590464187,0.739302607720764,"CATC",1
"draw 3 - draw 4",55.6620833333337,1299.59579360486,82,0.042830304320189,0.999999219693112,"CATC",1
"draw 3 - draw 5",322.861057692307,1350.20714671996,82,0.239119648030771,0.999262113831926,"CATC",1
"draw 4 - draw 5",267.198974358973,1370.23413042253,82,0.195002422160203,0.999670586145768,"CATC",1
"draw 1 - draw 2",19.494298245614,22.8693826634264,82,0.8524190850499,0.913144663639313,"IL.12.p40",1
"draw 1 - draw 3",-30.4708333333334,24.0362669352231,82,-1.26770240218464,0.711560737244415,"IL.12.p40",1
"draw 1 - draw 4",-65.7650000000001,24.5122788273255,82,-2.68294108692527,0.0652638672424811,"IL.12.p40",1
"draw 1 - draw 5",-75.119871794872,25.6463875055206,82,-2.92906249578822,0.0347085338145482,"IL.12.p40",0.771754457758777
"draw 2 - draw 3",-49.9651315789474,25.2696871575904,82,-1.97727543152188,0.286239560860161,"IL.12.p40",1
"draw 2 - draw 4",-85.2592982456141,25.7228842505995,82,-3.31453103839345,0.0116355467998139,"IL.12.p40",0.397131981068142
"draw 2 - draw 5",-94.614170040486,26.8058231163401,82,-3.52961256327964,0.00601469848983649,"IL.12.p40",0.269059885107478
"draw 3 - draw 4",-35.2941666666667,26.765654091481,82,-1.3186364340672,0.680484949360861,"IL.12.p40",1
"draw 3 - draw 5",-44.6490384615386,27.8080135522044,82,-1.60561768922179,0.498161530868835,"IL.12.p40",1
"draw 4 - draw 5",-9.35487179487187,28.2204766587462,82,-0.331492338276029,0.997343543445186,"IL.12.p40",1
"draw 1 - draw 2",-223.228947368421,86.2513402297683,82,-2.58812149206903,0.0820021459746021,"IL.22",1
"draw 1 - draw 3",-218.25,90.6522168872942,82,-2.40755281551851,0.123614699283268,"IL.22",1
"draw 1 - draw 4",-190.976666666667,92.4474845717518,82,-2.06578542998045,0.244897209029105,"IL.22",1
"draw 1 - draw 5",-348.88076923077,96.7247488468812,82,-3.60694417292373,0.0047061620775698,"IL.22",0.233181560915908
"draw 2 - draw 3",4.97894736842109,95.3040323215521,82,0.0522427776363367,0.999998273463893,"IL.22",1
"draw 2 - draw 4",32.2522807017544,97.0132545264342,82,0.332452311379434,0.997313467941636,"IL.22",1
"draw 2 - draw 5",-125.651821862348,101.097533054267,82,-1.2428772301981,0.726375797880362,"IL.22",1
"draw 3 - draw 4",27.2733333333333,100.946036519323,82,0.270177356870397,0.998806612063157,"IL.22",1
"draw 3 - draw 5",-130.630769230769,104.877270773073,82,-1.24555843480539,0.724787364587005,"IL.22",1
"draw 4 - draw 5",-157.904102564103,106.432865703558,82,-1.48360284692422,0.575972108244709,"IL.22",1
"draw 1 - draw 2",28.8765350877193,33.1019529078088,82,0.872351403802137,0.906217685592002,"MCP.2",1
"draw 1 - draw 3",5.56666666666661,34.790942452579,82,0.160003330586808,0.999849778752537,"MCP.2",1
"draw 1 - draw 4",-7.77083333333337,35.4799388923968,82,-0.219020482445042,0.99947830669368,"MCP.2",1
"draw 1 - draw 5",-100.147756410256,37.1214878843593,82,-2.69783788630015,0.0629156054604526,"MCP.2",1
"draw 2 - draw 3",-23.3098684210526,36.5762384842745,82,-0.637295396875608,0.968504314338281,"MCP.2",1
"draw 2 - draw 4",-36.6473684210526,37.2322119773735,82,-0.984292000790169,0.861634963240031,"MCP.2",1
"draw 2 - draw 5",-129.024291497976,38.7996959739183,82,-3.32539439444854,0.0112633772725271,"MCP.2",0.388817955161211
"draw 3 - draw 4",-13.3375,38.7415539073479,82,-0.344268586435567,0.996922613921707,"MCP.2",1
"draw 3 - draw 5",-105.714423076923,40.2503018385747,82,-2.62642559802147,0.0748549423336866,"MCP.2",1
"draw 4 - draw 5",-92.376923076923,40.8473155196999,82,-2.26151760284887,0.168123204374643,"MCP.2",1
"draw 1 - draw 2",230.016885964912,159.21426945027,82,1.44470019401595,0.600905225387998,"UGPA1",1
"draw 1 - draw 3",439.714583333333,167.33799668862,82,2.62770316386391,0.0746257943311902,"UGPA1",1
"draw 1 - draw 4",438.9425,170.651942096159,82,2.57215062781216,0.0851444137840607,"UGPA1",1
"draw 1 - draw 5",505.895833333334,178.547489052257,82,2.83339651550781,0.0446525537664305,"UGPA1",0.893126926815206
"draw 2 - draw 3",209.697697368421,175.924940311871,82,1.19197253667774,0.755943507127904,"UGPA1",1
"draw 2 - draw 4",208.925614035088,179.080051455112,82,1.16666045345345,0.770189480339471,"UGPA1",1
"draw 2 - draw 5",275.878947368422,186.619359485667,82,1.47829757924772,0.579374788100327,"UGPA1",1
"draw 3 - draw 4",-0.772083333333185,186.339706902053,82,-0.00414341820199933,0.999999999931606,"UGPA1",1
"draw 3 - draw 5",66.1812500000004,193.59650532491,82,0.341851470350302,0.997005729747219,"UGPA1",1
"draw 4 - draw 5",66.9533333333336,196.468030680435,82,0.340784875287098,0.997041881433414,"UGPA1",1
"draw 1 - draw 2",-75.8453947368421,109.23163153962,82,-0.694353766100545,0.957174921528945,"SYFM",1
"draw 1 - draw 3",-131.25625,114.805051456639,82,-1.14329681781968,0.783041726384119,"SYFM",1
"draw 1 - draw 4",-308.4075,117.078639527285,82,-2.6341910125128,0.0734711236321004,"SYFM",1
"draw 1 - draw 5",-218.664423076924,122.495512517941,82,-1.78508109058197,0.389205909347147,"SYFM",1
"draw 2 - draw 3",-55.4108552631582,120.696268777455,82,-0.459093357436983,0.990691531188049,"SYFM",1
"draw 2 - draw 4",-232.562105263158,122.860885925497,82,-1.89288969806211,0.329348426881404,"SYFM",1
"draw 2 - draw 5",-142.819028340082,128.033355200398,82,-1.1154829779829,0.797944668742618,"SYFM",1
"draw 3 - draw 4",-177.15125,127.841494834628,82,-1.38571009537363,0.638484104955121,"SYFM",1
"draw 3 - draw 5",-87.4081730769234,132.82014363426,82,-0.65809425201056,0.964638781249225,"SYFM",1
"draw 4 - draw 5",89.7430769230766,134.790201975603,82,0.665798222776756,0.963130955067501,"SYFM",1
"draw 1 - draw 2",20.4684210526315,81.1810802855494,82,0.25213289821514,0.999090725680999,"GABR2.ECD",1
"draw 1 - draw 3",7.13749999999991,85.323252689012,82,0.08365246020349,0.9999886739464,"GABR2.ECD",1
"draw 1 - draw 4",-133.666666666667,87.0129860848961,82,-1.53616917061382,0.542290036593653,"GABR2.ECD",1
"draw 1 - draw 5",-148.353846153846,91.0388126239017,82,-1.62956701518861,0.483122369183843,"GABR2.ECD",1
"draw 2 - draw 3",-13.3309210526316,89.7016125062165,82,-0.148614062558884,0.999888004540238,"GABR2.ECD",1
"draw 2 - draw 4",-154.135087719298,91.3103585810107,82,-1.68803507197433,0.446958456118763,"GABR2.ECD",1
"draw 2 - draw 5",-168.822267206478,95.1545439837336,82,-1.774190281815,0.395521097233999,"GABR2.ECD",1
"draw 3 - draw 4",-140.804166666667,95.0119531285244,82,-1.48196265870041,0.577024110676537,"GABR2.ECD",1
"draw 3 - draw 5",-155.491346153846,98.7120909202944,82,-1.57520061326022,0.517409604335447,"GABR2.ECD",1
"draw 4 - draw 5",-14.6871794871796,100.176240655326,82,-0.146613402450522,0.999893884021717,"GABR2.ECD",1
"draw 1 - draw 2",-35.1359649122807,41.3593755838944,82,-0.849528418073189,0.914123469130831,"IF4G3",1
"draw 1 - draw 3",-20.5895833333334,43.4696907406459,82,-0.473653779967688,0.989521776286828,"IF4G3",1
"draw 1 - draw 4",-15.3166666666667,44.3305602672794,82,-0.345510333600994,0.996879268210077,"IF4G3",1
"draw 1 - draw 5",-28.9525641025639,46.3816006239323,82,-0.624225203811202,0.970783127034332,"IF4G3",1
"draw 2 - draw 3",14.5463815789474,45.700336446323,82,0.318299222939698,0.997732454676462,"IF4G3",1
"draw 2 - draw 4",19.819298245614,46.5199453119908,82,0.426038726242988,0.992998675134353,"IF4G3",1
"draw 2 - draw 5",6.18340080971681,48.4784448457011,82,0.127549487806334,0.999939058935739,"IF4G3",1
"draw 3 - draw 4",5.27291666666667,48.4057989938021,82,0.108931507717532,0.99996751043638,"IF4G3",1
"draw 3 - draw 5",-8.36298076923055,50.2909105013564,82,-0.16629209306133,0.999824907900452,"IF4G3",1
"draw 4 - draw 5",-13.6358974358972,51.0368517796595,82,-0.267177479809437,0.998857843375077,"IF4G3",1
"draw 1 - draw 2",4715.20219298246,3421.12216173136,82,1.37826185972739,0.643194698849457,"E41L1",1
"draw 1 - draw 3",3123.82916666667,3595.68103379063,82,0.868772601715864,0.907484252218403,"E41L1",1
"draw 1 - draw 4",4092.065,3666.88955119078,82,1.11594989237436,0.797698200746008,"E41L1",1
"draw 1 - draw 5",5998.42243589744,3836.5453914855,82,1.5634957556373,0.52485274559231,"E41L1",1
"draw 2 - draw 3",-1591.37302631579,3780.19328405861,82,-0.420976629165165,0.993311748519902,"E41L1",1
"draw 2 - draw 4",-623.137192982453,3847.98884467098,82,-0.161938409422737,0.999842426696866,"E41L1",1
"draw 2 - draw 5",1283.22024291498,4009.98998864197,82,0.320005847034437,0.997684654068946,"E41L1",1
"draw 3 - draw 4",968.235833333335,4003.98094400865,82,0.241818292063091,0.999228722828752,"E41L1",1
"draw 3 - draw 5",2874.59326923077,4159.9116529418,82,0.691022672848815,0.957899883233249,"E41L1",1
"draw 4 - draw 5",1906.35743589744,4221.61365406066,82,0.451570795462006,0.991258082556776,"E41L1",1
"draw 1 - draw 2",799.862938596492,741.080493421561,82,1.07931991962645,0.816631059801559,"BSP",1
"draw 1 - draw 3",576.820833333334,778.893283763816,82,0.740564651611816,0.946274983608046,"BSP",1
"draw 1 - draw 4",895.827500000001,794.318410583612,82,1.12779395273214,0.791403273117068,"BSP",1
"draw 1 - draw 5",1257.5592948718,831.069110469124,82,1.51318257294141,0.55700515334941,"BSP",1
"draw 2 - draw 3",-223.042105263158,818.862166196742,82,-0.272380523207088,0.998767923570345,"BSP",1
"draw 2 - draw 4",95.9645614035095,833.547981299287,82,0.115127819341516,0.99995949056687,"BSP",1
"draw 2 - draw 5",457.696356275304,868.640527555548,82,0.526911123480864,0.984356978921962,"BSP",1
"draw 3 - draw 4",319.006666666667,867.338853557565,82,0.367799350113507,0.996023369086288,"BSP",1
"draw 3 - draw 5",680.738461538461,901.116427480054,82,0.755438965242401,0.942425954884514,"BSP",1
"draw 4 - draw 5",361.731794871794,914.482261049449,82,0.395559116102127,0.994734110429402,"BSP",1
"draw 1 - draw 2",-20861.2111842105,4561.45661875172,82,-4.57336612573538,0.000160770566354107,"SARP.2",0.02700945514749
"draw 1 - draw 3",1088.39375,4794.19976111106,82,0.227023028708291,0.999398825336785,"SARP.2",1
"draw 1 - draw 4",653.849166666673,4889.14362679344,82,0.133734906678432,0.999926407886164,"SARP.2",1
"draw 1 - draw 5",271.608653846152,5115.3494502156,82,0.0530967935797043,0.999998157851263,"SARP.2",1
"draw 2 - draw 3",21949.6049342105,5040.21395921258,82,4.35489546908832,0.000360941018502925,"SARP.2",0.0466446854680703
"draw 2 - draw 4",21515.0603508772,5130.60725534696,82,4.19347248387701,0.000645795661015192,"SARP.2",0.0678085444065951
"draw 2 - draw 5",21132.8198380567,5346.60690560144,82,3.95256659245262,0.00149773882935955,"SARP.2",0.109931121844254
"draw 3 - draw 4",-434.544583333327,5338.59491564048,82,-0.0813968076244635,0.999989845178013,"SARP.2",1
"draw 3 - draw 5",-816.785096153848,5546.50072277184,82,-0.147261334123772,0.999892005753079,"SARP.2",1
"draw 4 - draw 5",-382.240512820522,5628.7693434432,82,-0.06790836317814,0.999995075482023,"SARP.2",1
"draw 1 - draw 2",1126.16995614035,1841.53969540597,82,0.611537160426011,0.972886886055214,"BDNF",1
"draw 1 - draw 3",-2062.38958333333,1935.50216645663,82,-1.06555787902268,0.823526359518884,"BDNF",1
"draw 1 - draw 4",-985.5525,1973.83266307269,82,-0.499309043992502,0.987214197803727,"BDNF",1
"draw 1 - draw 5",-363.415064102566,2065.15590430476,82,-0.175974638691944,0.999780781136653,"BDNF",1
"draw 2 - draw 3",-3188.55953947369,2034.82239446778,82,-1.56699648487389,0.522624782431713,"BDNF",1
"draw 2 - draw 4",-2111.72245614035,2071.31574668903,82,-1.0195077498522,0.845684611517195,"BDNF",1
"draw 2 - draw 5",-1489.58502024292,2158.5185775791,82,-0.690095992555027,0.958100131727058,"BDNF",1
"draw 3 - draw 4",1076.83708333333,2155.2839973155,82,0.499626538625342,0.987183591662831,"BDNF",1
"draw 3 - draw 5",1698.97451923077,2239.21920239098,82,0.758735240130421,0.941550180802561,"BDNF",1
"draw 4 - draw 5",622.137435897434,2272.43248124357,82,0.273775982799266,0.998742946028258,"BDNF",1
"draw 1 - draw 2",29.7188596491228,9.90168312898813,82,3.00139473885182,0.0285376599943107,"FOXC2",0.68381841380979
"draw 1 - draw 3",42.7208333333334,10.4069052627718,82,4.10504681791973,0.000882831045438848,"FOXC2",0.0813927158965572
"draw 1 - draw 4",28.9883333333334,10.6130026021969,82,2.73139792949194,0.0578862969184508,"FOXC2",1
"draw 1 - draw 5",16.923717948718,11.1040339925319,82,1.52410538008981,0.550008756983832,"FOXC2",1
"draw 2 - draw 3",13.0019736842105,10.9409352532839,82,1.18837863338128,0.757985742705175,"FOXC2",1
"draw 2 - draw 4",-0.730526315789464,11.137154542453,82,-0.0655936229496337,0.999995712710488,"FOXC2",1
"draw 2 - draw 5",-12.7951417004049,11.6060311035059,82,-1.10245626487592,0.804768405495199,"FOXC2",1
"draw 3 - draw 4",-13.7325,11.5886392498818,82,-1.1849967631135,0.759901691539529,"FOXC2",1
"draw 3 - draw 5",-25.7971153846154,12.0399462763322,82,-2.14262711747533,0.212345863845327,"FOXC2",1
"draw 4 - draw 5",-12.0646153846154,12.218529102265,82,-0.987403253177089,0.860261634686681,"FOXC2",1
"draw 1 - draw 2",-603.095394736843,214.878917936159,82,-2.80667550139109,0.0478382480502332,"Glycoprotein.hormones.a.chain",0.916748175563404
"draw 1 - draw 3",-1041.50625,225.842870630928,82,-4.61164103648871,0.000139197690265824,"Glycoprotein.hormones.a.chain",0.0244728962420845
"draw 1 - draw 4",-676.190833333334,230.315440870583,82,-2.93593356475519,0.034075644157493,"Glycoprotein.hormones.a.chain",0.764777325567414
"draw 1 - draw 5",-738.729807692309,240.971436669818,82,-3.06563225045018,0.0238947106733358,"Glycoprotein.hormones.a.chain",0.613976888893296
"draw 2 - draw 3",-438.410855263158,237.431989875792,82,-1.8464691952104,0.354503515204557,"Glycoprotein.hormones.a.chain",1
"draw 2 - draw 4",-73.0954385964916,241.690194060435,82,-0.302434440423404,0.998142992125954,"Glycoprotein.hormones.a.chain",1
"draw 2 - draw 5",-135.634412955466,251.865402332825,82,-0.538519430216275,0.983032633634607,"Glycoprotein.hormones.a.chain",1
"draw 3 - draw 4",365.315416666666,251.487977339623,82,1.45261582892022,0.595837151221415,"Glycoprotein.hormones.a.chain",1
"draw 3 - draw 5",302.776442307692,261.281904719174,82,1.15881137131603,0.774540010175456,"Glycoprotein.hormones.a.chain",1
"draw 4 - draw 5",-62.5389743589744,265.15737557585,82,-0.235856061794082,0.999301052899578,"Glycoprotein.hormones.a.chain",1
"draw 1 - draw 2",-85.8146929824562,51.5045172971342,82,-1.66615857182747,0.460387573754547,"NCF4",1
"draw 1 - draw 3",-145.329166666667,54.1324767853726,82,-2.6846945733312,0.0649836701246117,"NCF4",1
"draw 1 - draw 4",-80.0841666666668,55.2045110895447,82,-1.45068156725029,0.597075931400952,"NCF4",1
"draw 1 - draw 5",-139.250320512821,57.7586561179693,82,-2.41089959275383,0.122714588429021,"NCF4",1
"draw 2 - draw 3",-59.5144736842106,56.9102829952073,82,-1.04575958072854,0.833228458453726,"NCF4",1
"draw 2 - draw 4",5.73052631578943,57.9309357106489,82,0.0989199681567726,0.999977883949518,"NCF4",1
"draw 2 - draw 5",-53.4356275303646,60.3698403528575,82,-0.885137797582983,0.90161098184933,"NCF4",1
"draw 3 - draw 4",65.245,60.2793750234642,82,1.08237684904004,0.815082933528086,"NCF4",1
"draw 3 - draw 5",6.07884615384597,62.6268901122961,82,0.0970644741092207,0.999979493565567,"NCF4",1
"draw 4 - draw 5",-59.1661538461541,63.5558051389043,82,-0.930932331308581,0.884074437900098,"NCF4",1
"draw 1 - draw 2",-18.4581140350877,76.0280664535721,82,-0.242780263869521,0.999216554426906,"MAGI2",1
"draw 1 - draw 3",-32.3229166666667,79.9073121798533,82,-0.404505117052556,0.994261178556237,"MAGI2",1
"draw 1 - draw 4",-94.9391666666668,81.4897888167645,82,-1.1650437195284,0.771088252005586,"MAGI2",1
"draw 1 - draw 5",-35.4791666666665,85.2600737964848,82,-0.416128735137564,0.993602054560604,"MAGI2",1
"draw 2 - draw 3",-13.864802631579,84.0077531935624,82,-0.165041940826974,0.999830079699376,"MAGI2",1
"draw 2 - draw 4",-76.481052631579,85.5143832242438,82,-0.894364781080433,0.898207743840822,"MAGI2",1
"draw 2 - draw 5",-17.0210526315788,89.1145568389586,82,-0.191001933189636,0.999696568949663,"MAGI2",1
"draw 3 - draw 4",-62.6162500000001,88.9810170169042,82,-0.703703465067213,0.955096951245941,"MAGI2",1
"draw 3 - draw 5",-3.15624999999983,92.4462865221948,82,-0.0341414470903823,0.99999968484033,"MAGI2",1
"draw 4 - draw 5",59.4600000000002,93.8174985455063,82,0.633783685579285,0.969127852195553,"MAGI2",1
"draw 1 - draw 2",410.08837719298,14499.7709622635,82,0.0282824037883259,0.99999985156171,"Hemopexin",1
"draw 1 - draw 3",5788.96041666666,15239.6053045162,82,0.379862883650349,0.995495093428013,"Hemopexin",1
"draw 1 - draw 4",5614.46416666667,15541.408965436,82,0.361258376196985,0.996290249501252,"Hemopexin",1
"draw 1 - draw 5",695.704166666727,16260.4627467365,82,0.0427850164846235,0.999999222986726,"Hemopexin",1
"draw 2 - draw 3",5378.87203947368,16021.6251337244,82,0.335725745333509,0.997209044364111,"Hemopexin",1
"draw 2 - draw 4",5204.37578947369,16308.9636310553,82,0.319111373794689,0.997709798124605,"Hemopexin",1
"draw 2 - draw 5",285.615789473748,16995.5744482544,82,0.0168053036596879,0.999999981491293,"Hemopexin",1
"draw 3 - draw 4",-174.496249999992,16970.1062636161,82,-0.0102825667258261,0.999999997405619,"Hemopexin",1
"draw 3 - draw 5",-5093.25624999994,17630.9887047066,82,-0.288880920707543,0.998448133590064,"Hemopexin",1
"draw 4 - draw 5",-4918.75999999994,17892.5008173533,82,-0.274906233075558,0.998722443957799,"Hemopexin",1
"draw 1 - draw 2",-57.9092105263159,127.199252153183,82,-0.45526376567511,0.990983106827922,"IL.13",1
"draw 1 - draw 3",-66.5812500000002,133.689449501589,82,-0.49802920311381,0.987337053502655,"IL.13",1
"draw 1 - draw 4",-150.805,136.337022354016,82,-1.10611921396095,0.802859993634077,"IL.13",1
"draw 1 - draw 5",-421.586538461539,142.64492221515,82,-2.95549629047197,0.0323290085206306,"IL.13",0.738390647782378
"draw 2 - draw 3",-8.67203947368422,140.549719067441,82,-0.0617008666486416,0.999996642572208,"IL.13",1
"draw 2 - draw 4",-92.8957894736842,143.070396260925,82,-0.64930126637984,0.966309262653191,"IL.13",1
"draw 2 - draw 5",-363.677327935223,149.093690194002,82,-2.43925364958104,0.115294040496429,"IL.13",1
"draw 3 - draw 4",-84.22375,148.870270524262,82,-0.565752649628414,0.979625022331655,"IL.13",1
"draw 3 - draw 5",-355.005288461538,154.667862257722,82,-2.29527507058962,0.156899624183452,"IL.13",1
"draw 4 - draw 5",-270.781538461538,156.961977471282,82,-1.7251409725077,0.424501716189409,"IL.13",1
"draw 1 - draw 2",80.6002192982456,71.3409451994045,82,1.12978905834455,0.790334877174206,"ASM3A",1
"draw 1 - draw 3",147.260416666667,74.9810358880537,82,1.96396882121668,0.292803541659985,"ASM3A",1
"draw 1 - draw 4",73.0391666666667,76.4659530285174,82,0.955185461945753,0.87413859558446,"ASM3A",1
"draw 1 - draw 5",-6.51314102564107,80.0038003876714,82,-0.0814103954322243,0.999989838406614,"ASM3A",1
"draw 2 - draw 3",66.660197368421,78.8286852009695,82,0.845633758808413,0.915431902404917,"ASM3A",1
"draw 2 - draw 4",-7.56105263157893,80.2424316694564,82,-0.0942276109318978,0.9999817829981,"ASM3A",1
"draw 2 - draw 5",-87.1133603238867,83.6206550090247,82,-1.04176845199891,0.835152571763586,"ASM3A",1
"draw 3 - draw 4",-74.2212499999999,83.4953479011169,82,-0.888926770960938,0.9002214670829,"ASM3A",1
"draw 3 - draw 5",-153.773557692308,86.7469839535617,82,-1.77266748287903,0.396407721091993,"ASM3A",1
"draw 4 - draw 5",-79.5523076923077,88.0336609187265,82,-0.903657837946228,0.894713491243445,"ASM3A",1
"draw 1 - draw 2",-1830.94232456141,8184.19066341687,82,-0.223716968465272,0.999432674874023,"IGFBP.6",1
"draw 1 - draw 3",2165.23958333333,8601.77969514001,82,0.251719953320437,0.99909657645573,"IGFBP.6",1
"draw 1 - draw 4",-6271.26583333333,8772.12850342903,82,-0.71490811276669,0.952522244062706,"IGFBP.6",1
"draw 1 - draw 5",-19542.471474359,9177.98824140212,82,-2.12927615075844,0.217776707356417,"IGFBP.6",1
"draw 2 - draw 3",3996.18190789474,9043.17972838671,82,0.441900086907556,0.99194985993501,"IGFBP.6",1
"draw 2 - draw 4",-4440.32350877193,9205.36387965481,82,-0.482362627574744,0.988774525310315,"IGFBP.6",1
"draw 2 - draw 5",-17711.5291497975,9592.91164535027,82,-1.84631421664166,0.354589117819814,"IGFBP.6",1
"draw 3 - draw 4",-8436.50541666667,9578.53648870309,82,-0.880771861820087,0.903198252511593,"IGFBP.6",1
"draw 3 - draw 5",-21707.7110576923,9951.56223635566,82,-2.18133701444265,0.197133326510823,"IGFBP.6",1
"draw 4 - draw 5",-13271.2056410256,10099.1690500263,82,-1.31408886961755,0.68329248968603,"IGFBP.6",1
"draw 1 - draw 2",-29.9355263157895,69.0875956451041,82,-0.43329813458215,0.992531607450603,"Flt3.ligand",1
"draw 1 - draw 3",-28.56875,72.6127117324503,82,-0.393440064671663,0.994841886321885,"Flt3.ligand",1
