"contrast","estimate","SE","df","t.ratio","p.value","Protein","p_adj_FDR"
"draw 1 - draw 3",-194.4875,123.08972534609,82,-1.58004658352402,0.514333444923383,"c.Jun",1
"draw 1 - draw 4",-129.855,125.527382292498,82,-1.03447548756667,0.838640556637384,"c.Jun",1
"draw 1 - draw 5",-208.544230769231,131.335152945398,82,-1.58787823436679,0.509369289582658,"c.Jun",1
"draw 2 - draw 3",-119.549342105263,129.406070426491,82,-0.92383102053294,0.886899306146341,"c.Jun",1
"draw 2 - draw 4",-54.9168421052632,131.726892784492,82,-0.41689924467518,0.993556529719974,"c.Jun",1
"draw 2 - draw 5",-133.606072874494,137.272622822765,82,-0.973290013165952,0.86643465090543,"c.Jun",1
"draw 3 - draw 4",64.6325,137.0669172425,82,0.471539750803995,0.989697725630654,"c.Jun",1
"draw 3 - draw 5",-14.056730769231,142.404840143677,82,-0.0987096418566157,0.99997807099971,"c.Jun",1
"draw 4 - draw 5",-78.689230769231,144.517063752961,82,-0.544497851850514,0.98232117517595,"c.Jun",1
"draw 1 - draw 2",-755.179605263158,1291.75915847608,82,-0.584613316118512,0.977007304105919,"SMAD3",1
"draw 1 - draw 3",-1914.54375,1357.66970215619,82,-1.41016901751538,0.622953633104722,"SMAD3",1
"draw 1 - draw 4",-4.8641666666656,1384.55686086163,82,-0.00351315775044339,0.999999999964653,"SMAD3",1
"draw 1 - draw 5",989.985576923077,1448.61610082129,82,0.683400920617828,0.959528470966869,"SMAD3",1
"draw 2 - draw 3",-1159.36414473684,1427.33847686434,82,-0.812255931952318,0.926158962774882,"SMAD3",1
"draw 2 - draw 4",750.315438596493,1452.93695952148,82,0.516412934284229,0.985491211876169,"SMAD3",1
"draw 2 - draw 5",1745.16518218623,1514.10591272314,82,1.15260442979681,0.777957052122091,"SMAD3",1
"draw 3 - draw 4",1909.67958333333,1511.83699683186,82,1.26315177319723,0.714294097917099,"SMAD3",1
"draw 3 - draw 5",2904.52932692308,1570.71385414061,82,1.84917788766321,0.353009068130214,"SMAD3",1
"draw 4 - draw 5",994.849743589743,1594.01150949275,82,0.624117039096113,0.970801509746604,"SMAD3",1
"draw 1 - draw 2",-955.336403508772,2567.87432159371,82,-0.372033940865089,0.995843345177475,"SMAD2",1
"draw 1 - draw 3",-3455.47916666667,2698.89719186166,82,-1.28033004631908,0.703936577884931,"SMAD2",1
"draw 1 - draw 4",-1166.24833333334,2752.34588929667,82,-0.423728840865766,0.993142805115568,"SMAD2",1
"draw 1 - draw 5",1875.32756410256,2879.68857254676,82,0.651225824202249,0.965948208781471,"SMAD2",1
"draw 2 - draw 3",-2500.1427631579,2837.39100970382,82,-0.881141426968457,0.903064468352347,"SMAD2",1
"draw 2 - draw 4",-210.911929824563,2888.27796169926,82,-0.0730234183210253,0.999993417874565,"SMAD2",1
"draw 2 - draw 5",2830.66396761134,3009.87507457797,82,0.94045895509741,0.880224587202918,"SMAD2",1
"draw 3 - draw 4",2289.23083333333,3005.36472075787,82,0.761714815350615,0.940751402365583,"SMAD2",1
"draw 3 - draw 5",5330.80673076923,3122.40540053724,82,1.7072756567267,0.435260769913637,"SMAD2",1
"draw 4 - draw 5",3041.5758974359,3168.71856235193,82,0.959875683998372,0.872166153235024,"SMAD2",1
"draw 1 - draw 2",82.2587719298246,96.0640493217045,82,0.856290907062974,0.911823395180274,"IL.23",1
"draw 1 - draw 3",-96.8083333333334,100.965608313844,82,-0.958824840953881,0.87260950456992,"IL.23",1
"draw 1 - draw 4",-256.536666666667,102.965121398811,82,-2.4914909357804,0.102558628470413,"IL.23",1
"draw 1 - draw 5",-279.821794871795,107.729004779561,82,-2.59746013104248,0.0802095704907392,"IL.23",1
"draw 2 - draw 3",-179.067105263158,106.146655079281,82,-1.68697831438412,0.447604093533086,"IL.23",1
"draw 2 - draw 4",-338.795438596491,108.050333396095,82,-3.13553348655134,0.0196201383334074,"IL.23",0.54516537168464
"draw 2 - draw 5",-362.080566801619,112.599275277996,82,-3.21565628115882,0.015576829147619,"IL.23",0.472935053638554
"draw 3 - draw 4",-159.728333333333,112.430543168255,82,-1.42068452959705,0.616252093426011,"IL.23",1
"draw 3 - draw 5",-183.013461538461,116.809029116895,82,-1.56677495671429,0.522765724117357,"IL.23",1
"draw 4 - draw 5",-23.285128205128,118.541602172904,82,-0.196430010884824,0.999660925733149,"IL.23",1
"draw 1 - draw 2",-181.83399122807,504.577017513553,82,-0.360369150628598,0.996325500209915,"PDGFRA",1
"draw 1 - draw 3",-385.289583333334,530.322486655063,82,-0.726519416069825,0.949755964224687,"PDGFRA",1
"draw 1 - draw 4",-816.937500000001,540.824941590244,82,-1.51053961675265,0.558698909355695,"PDGFRA",1
"draw 1 - draw 5",-893.270833333335,565.847268725251,82,-1.57864300616968,0.5152240744418,"PDGFRA",1
"draw 2 - draw 3",-203.455592105264,557.535967066945,82,-0.364919223374219,0.996142538640298,"PDGFRA",1
"draw 2 - draw 4",-635.103508771931,567.535049285376,82,-1.1190560117329,0.796055304583629,"PDGFRA",1
"draw 2 - draw 5",-711.436842105264,591.42839485866,82,-1.20291289408802,0.74968827613742,"PDGFRA",1
"draw 3 - draw 4",-431.647916666667,590.542128401093,82,-0.730935010234349,0.94867757746685,"PDGFRA",1
"draw 3 - draw 5",-507.98125,613.540153123028,82,-0.82795110868341,0.921223277419155,"PDGFRA",1
"draw 4 - draw 5",-76.3333333333335,622.640503893145,82,-0.122596157583789,0.999947956608309,"PDGFRA",1
"draw 1 - draw 2",15.5313596491228,9.02238699874554,82,1.72142467966429,0.426731326252396,"IL.12",1
"draw 1 - draw 3",7.27083333333332,9.48274404632496,82,0.766743602675972,0.939387837283872,"IL.12",1
"draw 1 - draw 4",-0.379166666666691,9.67053938692336,82,-0.0392084300054044,0.999999451922772,"IL.12",1
"draw 1 - draw 5",-11.6560897435898,10.1179658672925,82,-1.15201908135206,0.778278222546018,"IL.12",1
"draw 2 - draw 3",-8.26052631578947,9.96935073536661,82,-0.82859220575769,0.921017579096746,"IL.12",1
"draw 2 - draw 4",-15.9105263157895,10.1481452231765,82,-1.56782603775248,0.522097055474253,"IL.12",1
"draw 2 - draw 5",-27.1874493927126,10.5753842827738,82,-2.57082377961414,0.0854098716849887,"IL.12",1
"draw 3 - draw 4",-7.65000000000001,10.5595368725933,82,-0.724463590809095,0.950253064103485,"IL.12",1
"draw 3 - draw 5",-18.9269230769231,10.9707666195813,82,-1.72521426562308,0.424457789170578,"IL.12",1
"draw 4 - draw 5",-11.2769230769231,11.1334908095908,82,-1.01288295556042,0.848752533410199,"IL.12",1
"draw 1 - draw 2",-7400.00438596491,6630.37067763856,82,-1.11607702581727,0.797631068999739,"ANGL3",1
"draw 1 - draw 3",10373.7166666667,6968.67780965798,82,1.48862050305864,0.572753795930162,"ANGL3",1
"draw 1 - draw 4",3164.95,7106.68482707742,82,0.445348299102997,0.991707844462865,"ANGL3",1
"draw 1 - draw 5",-8013.85256410257,7435.48954541316,82,-1.07778412102619,0.817406591221786,"ANGL3",1
"draw 2 - draw 3",17773.7210526316,7326.27527505302,82,2.42602419174087,0.118710900126984,"ANGL3",1
"draw 2 - draw 4",10564.9543859649,7457.66774685263,82,1.41665662035207,0.618820600595455,"ANGL3",1
"draw 2 - draw 5",-613.848178137653,7771.63713582808,82,-0.0789856972744838,0.999990994272546,"ANGL3",1
"draw 3 - draw 4",-7208.76666666666,7759.99119293162,82,-0.928965830944879,0.884860549457588,"ANGL3",1
"draw 3 - draw 5",-18387.5692307692,8062.19566017299,82,-2.28071483325607,0.161669733562039,"ANGL3",1
"draw 4 - draw 5",-11178.8025641026,8181.77839344877,82,-1.36630473553935,0.650735718324914,"ANGL3",1
"draw 1 - draw 2",-132.060307017544,142.175820904607,82,-0.928852080313645,0.884905931390347,"BNP",1
"draw 1 - draw 3",-60.0958333333334,149.430180660836,82,-0.402166637740565,0.99438763494904,"BNP",1
"draw 1 - draw 4",-82.4575000000001,152.389481421859,82,-0.541097057556966,0.982728363377896,"BNP",1
"draw 1 - draw 5",-240.178525641026,159.44007980007,82,-1.50638738980938,0.561360437382642,"BNP",1
"draw 2 - draw 3",71.9644736842106,157.098185312131,82,0.458085964145465,0.990768870374682,"BNP",1
"draw 2 - draw 4",49.602807017544,159.915649590833,82,0.310181068234785,0.997950019734274,"BNP",1
"draw 2 - draw 5",-108.118218623482,166.648132250822,82,-0.648781460453177,0.966406342514987,"BNP",1
"draw 3 - draw 4",-22.3616666666666,166.398406922931,82,-0.134386302610599,0.999924969970154,"BNP",1
"draw 3 - draw 5",-180.082692307693,172.878612977773,82,-1.04167131610922,0.835199266407284,"BNP",1
"draw 4 - draw 5",-157.721025641026,175.442839639615,82,-0.898988103276302,0.896477688730881,"BNP",1
"draw 1 - draw 2",-98.6208333333335,73.1546579888474,82,-1.34811420140011,0.662152016120023,"ACAM.ECD",1
"draw 1 - draw 3",-60.5895833333335,76.8872913122807,82,-0.788031185638294,0.933400071927772,"ACAM.ECD",1
"draw 1 - draw 4",-151.740833333334,78.4099597497224,82,-1.93522396667052,0.307285517181992,"ACAM.ECD",1
"draw 1 - draw 5",-231.597756410257,82.0377503943833,82,-2.82306322756155,0.0458620219303214,"ACAM.ECD",0.907635826683848
"draw 2 - draw 3",38.0312500000001,80.8327600576223,82,0.470493027491442,0.989784066178008,"ACAM.ECD",1
"draw 2 - draw 4",-53.1200000000001,82.2824484391825,82,-0.645581178096113,0.966999943402296,"ACAM.ECD",1
"draw 2 - draw 5",-132.976923076923,85.7465569160929,82,-1.55081355869539,0.532935985271761,"ACAM.ECD",1
"draw 3 - draw 4",-91.1512500000002,85.6180641046093,82,-1.06462638408444,0.823988638174685,"ACAM.ECD",1
"draw 3 - draw 5",-171.008173076923,88.9523670446101,82,-1.92246905572689,0.313842025070112,"ACAM.ECD",1
"draw 4 - draw 5",-79.856923076923,90.2717554135989,82,-0.884628006966762,0.901797084287351,"ACAM.ECD",1
"draw 1 - draw 2",-441.218201754387,319.950069329971,82,-1.37902205390476,0.642714364444576,"MMP.10",1
"draw 1 - draw 3",141.035416666666,336.275158168441,82,0.419404803598432,0.993406886046301,"MMP.10",1
"draw 1 - draw 4",-393.7575,342.934718687476,82,-1.14819958010387,0.780369324086884,"MMP.10",1
"draw 1 - draw 5",-1193.74006410256,358.80126635763,82,-3.32702299582388,0.0112085319724429,"MMP.10",0.388726584311341
"draw 2 - draw 3",582.253618421053,353.531106501953,82,1.64696573430898,0.47227264746388,"MMP.10",1
"draw 2 - draw 4",47.4607017543864,359.87148059348,82,0.131882364437762,0.999930384894288,"MMP.10",1
"draw 2 - draw 5",-752.521862348178,375.022146016904,82,-2.00660646402001,0.272089293745084,"MMP.10",1
"draw 3 - draw 4",-534.792916666667,374.460168351055,82,-1.42817036861795,0.611473968238776,"MMP.10",1
"draw 3 - draw 5",-1334.77548076923,389.043114757325,82,-3.43091917100713,0.00817585193365977,"MMP.10",0.321924169887854
"draw 4 - draw 5",-799.982564102564,394.81360718715,82,-2.02622845195747,0.262870509763451,"MMP.10",1
"draw 1 - draw 2",-261.219298245614,922.367258437447,82,-0.283205302287222,0.998564280823121,"RPN1.CD",1
"draw 1 - draw 3",-1.2791666666657,969.430000030911,82,-0.00131950390087465,0.999999999999367,"RPN1.CD",1
"draw 1 - draw 4",570.166666666668,988.628497443974,82,0.576724895287554,0.978128498833822,"RPN1.CD",1
"draw 1 - draw 5",1801.24871794872,1034.36933477536,82,1.7413980262088,0.414802432600748,"RPN1.CD",1
"draw 2 - draw 3",259.940131578948,1019.17626759526,82,0.255049239119623,0.999048605992556,"RPN1.CD",1
"draw 2 - draw 4",831.385964912281,1037.4545992128,82,0.801370937622831,0.92946911246856,"RPN1.CD",1
"draw 2 - draw 5",2062.46801619433,1081.13165719679,82,1.90769366752426,0.321535591148785,"RPN1.CD",1
"draw 3 - draw 4",571.445833333334,1079.51156128608,82,0.529355917830596,0.98408425286081,"RPN1.CD",1
"draw 3 - draw 5",1802.52788461538,1121.55197191909,82,1.60717285488881,0.497181588823235,"RPN1.CD",1
"draw 4 - draw 5",1231.08205128205,1138.18742161122,82,1.081616285602,0.815468661847768,"RPN1.CD",1
"draw 1 - draw 2",-139.286842105263,141.121486726266,82,-0.986999537323743,0.860440234766578,"PGRC2",1
"draw 1 - draw 3",-319.725,148.322050278722,82,-2.15561340609291,0.207154037685936,"PGRC2",1
"draw 1 - draw 4",-195.33,151.259405733459,82,-1.29135771129631,0.697233206022382,"PGRC2",1
"draw 1 - draw 5",9.35769230769218,158.257718942499,82,0.0591294527067724,0.999997167805453,"PGRC2",1
"draw 2 - draw 3",-180.438157894737,155.933191257052,82,-1.15715042089589,0.775456428664927,"PGRC2",1
"draw 2 - draw 4",-56.043157894737,158.72976204721,82,-0.353072777101931,0.99660563473326,"PGRC2",1
"draw 2 - draw 5",148.644534412955,165.412318590871,82,0.898630378192155,0.896612140309024,"PGRC2",1
"draw 3 - draw 4",124.395,165.16444515275,82,0.75315846509795,0.943026998947311,"PGRC2",1
"draw 3 - draw 5",329.082692307692,171.596595900559,82,1.91776935072999,0.316277775810754,"PGRC2",1
"draw 4 - draw 5",204.687692307692,174.141807009733,82,1.17540811033534,0.765302919810601,"PGRC2",1
"draw 1 - draw 2",-12.3017543859649,17.2513375587202,82,-0.713089889064668,0.952946348908342,"IL3RB.ECD",1
"draw 1 - draw 3",-7.56458333333337,18.1315674608994,82,-0.417205150610742,0.993538391341284,"IL3RB.ECD",1
"draw 1 - draw 4",-49.1866666666667,18.49064325903,82,-2.66008412890915,0.0690104191840644,"IL3RB.ECD",1
"draw 1 - draw 5",-52.0487179487179,19.3461491519419,82,-2.69039164021402,0.0640803095749733,"IL3RB.ECD",1
"draw 2 - draw 3",4.73717105263158,19.0619882300546,82,0.248514005751121,0.99914105910812,"IL3RB.ECD",1
"draw 2 - draw 4",-36.8849122807018,19.40385386531,82,-1.90090651768122,0.325104663471712,"IL3RB.ECD",1
"draw 2 - draw 5",-39.746963562753,20.220760215748,82,-1.96565129790709,0.291968664363708,"IL3RB.ECD",1
"draw 3 - draw 4",-41.6220833333334,20.1904590302088,82,-2.06147286057532,0.246816744057482,"IL3RB.ECD",1
"draw 3 - draw 5",-44.4841346153846,20.976754628088,82,-2.12063950806862,0.221340266671589,"IL3RB.ECD",1
"draw 4 - draw 5",-2.86205128205119,21.2878929034927,82,-0.134445024457146,0.999924839322546,"IL3RB.ECD",1
"draw 1 - draw 2",58.5638157894737,31.2875502531189,82,1.87179294370085,0.340659239875251,"PARP.BRCT.domain",1
"draw 1 - draw 3",40.8125,32.8839619635145,82,1.24110653227499,0.727423214699365,"PARP.BRCT.domain",1
"draw 1 - draw 4",79.9641666666668,33.5351927472407,82,2.3844850771954,0.129960177490893,"PARP.BRCT.domain",1
"draw 1 - draw 5",101.806730769231,35.0867642427964,82,2.90157080501183,0.0373452524057256,"PARP.BRCT.domain",0.801441912219057
"draw 2 - draw 3",-17.7513157894737,34.5714013561067,82,-0.513468216304693,0.98579875871097,"PARP.BRCT.domain",1
"draw 2 - draw 4",21.400350877193,35.1914192652375,82,0.608112753734048,0.973436653289474,"PARP.BRCT.domain",1
"draw 2 - draw 5",43.2429149797572,36.6729854571007,82,1.17914902320516,0.763201203793378,"PARP.BRCT.domain",1
"draw 3 - draw 4",39.1516666666667,36.6180303058228,82,1.06919095155266,0.821717947407579,"PARP.BRCT.domain",1
"draw 3 - draw 5",60.9942307692309,38.0440799062502,82,1.6032515681687,0.499653312777053,"PARP.BRCT.domain",1
