"contrast","estimate","SE","df","t.ratio","p.value","Protein"
"draw 1 - draw 2",1280.40043859649,807.655749336853,82,1.58532944221322,0.510983842594329,"Cadherin.5"
"draw 1 - draw 3",611.233333333332,848.865466485647,82,0.720059134769464,0.951307447323184,"Cadherin.5"
"draw 1 - draw 4",-939.535000000002,865.676315605072,82,-1.08531905408929,0.813587313029951,"Cadherin.5"
"draw 1 - draw 5",-2250.26474358975,905.728528985626,82,-2.48448036202408,0.104199072325939,"Cadherin.5"
"draw 2 - draw 3",-669.167105263158,892.424969101186,82,-0.749830101613042,0.943897104846065,"Cadherin.5"
"draw 2 - draw 4",-2219.93543859649,908.430090146143,82,-2.44370531389968,0.114161963595719,"Cadherin.5"
"draw 2 - draw 5",-3530.66518218624,946.675189017766,82,-3.72954232153218,0.00316322752179121,"Cadherin.5"
"draw 3 - draw 4",-1550.76833333333,945.256578627174,82,-1.64057925477288,0.476247243152099,"Cadherin.5"
"draw 3 - draw 5",-2861.49807692308,982.068574111219,82,-2.91374569185534,0.0361566521084313,"Cadherin.5"
"draw 4 - draw 5",-1310.72974358974,996.635132565835,82,-1.31515506604235,0.682634780659369,"Cadherin.5"
"draw 1 - draw 2",-307.112280701754,155.6166537477,82,-1.97351808630761,0.288083943982882,"Fractalkine.CX3CL.1"
"draw 1 - draw 3",-563.602083333333,163.556816731558,82,-3.44591007942127,0.00780689782507071,"Fractalkine.CX3CL.1"
"draw 1 - draw 4",-554.673333333334,166.795880019067,82,-3.32546183556769,0.0112611012344901,"Fractalkine.CX3CL.1"
"draw 1 - draw 5",-474.094871794873,174.513018696762,82,-2.71667337677925,0.0600491766259889,"Fractalkine.CX3CL.1"
"draw 2 - draw 3",-256.489802631579,171.949729233586,82,-1.49165575179911,0.570807035805697,"Fractalkine.CX3CL.1"
"draw 2 - draw 4",-247.561052631579,175.033547285879,82,-1.41436345472244,0.62028207522087,"Fractalkine.CX3CL.1"
"draw 2 - draw 5",-166.982591093118,182.402496635325,82,-0.915462201303992,0.890178930571797,"Fractalkine.CX3CL.1"
"draw 3 - draw 4",8.92874999999984,182.129163099178,82,0.0490242740265474,0.999998660987675,"Fractalkine.CX3CL.1"
"draw 3 - draw 5",89.5072115384606,189.22198644589,82,0.473027544101257,0.989574117056321,"Fractalkine.CX3CL.1"
"draw 4 - draw 5",80.5784615384608,192.028626632862,82,0.419616923535668,0.993394104040673,"Fractalkine.CX3CL.1"
"draw 1 - draw 2",-3775.01184210526,678.25180308082,82,-5.56579698713376,3.14873007223326e-06,"C5a"
"draw 1 - draw 3",-679.449999999999,712.858830869044,82,-0.95313401556895,0.874996152742987,"C5a"
"draw 1 - draw 4",-982.435,726.97621780764,82,-1.35139909110473,0.660095804091192,"C5a"
"draw 1 - draw 5",-1298.975,760.611199004819,82,-1.70780419970094,0.434941013742791,"C5a"
"draw 2 - draw 3",3095.56184210527,749.439157591848,82,4.13050453895704,0.000807200575867251,"C5a"
"draw 2 - draw 4",2792.57684210527,762.879911546961,82,3.66057199807831,0.00396034111362997,"C5a"
"draw 2 - draw 5",2476.03684210526,794.997317124747,82,3.11452226161002,0.0208263949774506,"C5a"
"draw 3 - draw 4",-302.985000000001,793.805998848268,82,-0.381686457950181,0.995411042836982,"C5a"
"draw 3 - draw 5",-619.525000000001,824.71991524465,82,-0.751194421946535,0.943541461926596,"C5a"
"draw 4 - draw 5",-316.54,836.952595498134,82,-0.378205410560443,0.995570518141154,"C5a"
"draw 1 - draw 2",-7854.58114035088,13511.3763409679,82,-0.581330942321172,0.977478481944863,"a1.Antichymotrypsin"
"draw 1 - draw 3",26857.7958333334,14200.7789704414,82,1.89129032211805,0.330198681064041,"a1.Antichymotrypsin"
"draw 1 - draw 4",40861.8016666667,14482.0098156998,82,2.82155599855822,0.046040784870518,"a1.Antichymotrypsin"
"draw 1 - draw 5",33049.9083333333,15152.0484165737,82,2.18121718098409,0.197179198218343,"a1.Antichymotrypsin"
"draw 2 - draw 3",34712.3769736842,14929.491461558,82,2.32508770061359,0.147463767990985,"a1.Antichymotrypsin"
"draw 2 - draw 4",48716.3828070176,15197.2431787949,82,3.20560658494909,0.0160387789768213,"a1.Antichymotrypsin"
"draw 2 - draw 5",40904.4894736842,15837.050329894,82,2.58283510007371,0.0830314697199993,"a1.Antichymotrypsin"
"draw 3 - draw 4",14004.0058333334,15813.31821521,82,0.885583003057744,0.9014482914842,"a1.Antichymotrypsin"
"draw 3 - draw 5",6192.11249999994,16429.1507964246,82,0.376897904019939,0.995629370009604,"a1.Antichymotrypsin"
"draw 4 - draw 5",-7811.89333333341,16672.8366160756,82,-0.468540147859503,0.989943782749669,"a1.Antichymotrypsin"
"draw 1 - draw 2",-7814.02565789474,1969.8536872844,82,-3.96680510249825,0.00142643714078672,"Midkine"
"draw 1 - draw 3",53.8374999999987,2070.36323401164,82,0.0260038910639272,0.999999893913454,"Midkine"
"draw 1 - draw 4",250.517500000001,2111.36450609009,82,0.118651942512721,0.99995431648016,"Midkine"
"draw 1 - draw 5",197.506730769235,2209.05092790578,82,0.0894079571793646,0.999985227402854,"Midkine"
"draw 2 - draw 3",7867.86315789474,2176.60385312931,82,3.61474282358872,0.0045901038113555,"Midkine"
"draw 2 - draw 4",8064.54315789474,2215.63997307488,82,3.63982562866597,0.00423469202415427,"Midkine"
"draw 2 - draw 5",8011.53238866398,2308.9188844114,82,3.46981976835722,0.0072501406892419,"Midkine"
"draw 3 - draw 4",196.680000000002,2305.45892648871,82,0.0853105634371688,0.999987750581561,"Midkine"
"draw 3 - draw 5",143.669230769236,2395.24253181819,82,0.0599810786844119,0.99999700122986,"Midkine"
"draw 4 - draw 5",-53.0107692307661,2430.77003088747,82,-0.02180822066965,0.999999947515566,"Midkine"
"draw 1 - draw 2",-9.80372807017544,3.83182533944052,82,-2.55850076705398,0.0879079506691389,"CENPQ"
"draw 1 - draw 3",-16.2208333333333,4.02733987460179,82,-4.02767927177668,0.00115636328238611,"CENPQ"
"draw 1 - draw 4",-10.6925,4.10709692169297,82,-2.60342042173977,0.0790825283883475,"CENPQ"
"draw 1 - draw 5",-9.30737179487183,4.29711981976347,82,-2.16595584606811,0.203083080484693,"CENPQ"
"draw 2 - draw 3",-6.41710526315789,4.23400268364227,82,-1.51561199711797,0.555448509109761,"CENPQ"
"draw 2 - draw 4",-0.888771929824562,4.30993705101504,82,-0.206214596478908,0.999588938577144,"CENPQ"
"draw 2 - draw 5",0.496356275303618,4.49138631214644,82,0.110512933158584,0.999965588107484,"CENPQ"
"draw 3 - draw 4",5.52833333333333,4.48465588616244,82,1.23272185729817,0.732365380022844,"CENPQ"
"draw 3 - draw 5",6.91346153846151,4.65930596103277,82,1.48379642725353,0.575847946712075,"CENPQ"
"draw 4 - draw 5",1.38512820512818,4.72841524161508,82,0.292937090832797,0.998361001555746,"CENPQ"
"draw 1 - draw 2",48.5690789473684,30.6610352744479,82,1.58406519912407,0.511785057269223,"BMP.7"
"draw 1 - draw 3",-11.43125,32.2254797697501,82,-0.354727069439335,0.996543529319721,"BMP.7"
"draw 1 - draw 4",-60.3558333333334,32.8636700361691,82,-1.83655182963154,0.360002490748214,"BMP.7"
"draw 1 - draw 5",-74.008653846154,34.3841722158282,82,-2.15240469892963,0.208428544994202,"BMP.7"
"draw 2 - draw 3",-60.0003289473685,33.8791291709078,82,-1.77101154650962,0.397372855067,"BMP.7"
"draw 2 - draw 4",-108.924912280702,34.4867315823735,82,-3.158458551531,0.0183760914163908,"BMP.7"
"draw 2 - draw 5",-122.577732793522,35.9386302737905,82,-3.41075137977411,0.0086976282352208,"BMP.7"
"draw 3 - draw 4",-48.9245833333333,35.8847755674229,82,-1.36337994482954,0.652576048661212,"BMP.7"
"draw 3 - draw 5",-62.577403846154,37.2822693548266,82,-1.67847625504193,0.452810037526917,"BMP.7"
"draw 4 - draw 5",-13.6528205128206,37.8352596145641,82,-0.360849129936065,0.996306503176082,"BMP.7"
"draw 1 - draw 2",-150.121491228069,773.61470743037,82,-0.194052012954499,0.999676903113206,"Myoglobin"
"draw 1 - draw 3",2147.01666666667,813.087519085,82,2.64057265210859,0.0723499459208133,"Myoglobin"
"draw 1 - draw 4",2022.40833333334,829.189825214633,82,2.43901730560893,0.115354391646025,"Myoglobin"
"draw 1 - draw 5",1950.09551282052,867.553919523102,82,2.24780900522298,0.172846849388287,"Myoglobin"
"draw 2 - draw 3",2297.13815789474,854.811077543417,82,2.68730508792227,0.0645684059431135,"Myoglobin"
"draw 2 - draw 4",2172.52982456141,870.141615392925,82,2.4967543054246,0.101340742559577,"Myoglobin"
"draw 2 - draw 5",2100.21700404859,906.774761381807,82,2.31613967822409,0.15024947656178,"Myoglobin"
"draw 3 - draw 4",-124.608333333332,905.415942524668,82,-0.137625512740447,0.999917505703148,"Myoglobin"
"draw 3 - draw 5",-196.921153846152,940.676387509677,82,-0.209339956291958,0.9995637226775,"Myoglobin"
"draw 4 - draw 5",-72.3128205128199,954.628995246807,82,-0.0757496586347918,0.99999238001581,"Myoglobin"
"draw 1 - draw 2",-32176.4721491228,8413.67574789083,82,-3.82430617880525,0.00231115302639395,"Haptoglobin..Mixed.Type"
"draw 1 - draw 3",-21118.9395833333,8842.97399536438,82,-2.38821685944165,0.128916777039956,"Haptoglobin..Mixed.Type"
"draw 1 - draw 4",-19573.1058333333,9018.09939211131,82,-2.1704247183675,0.201341556567658,"Haptoglobin..Mixed.Type"
"draw 1 - draw 5",-23408.9919871795,9435.33945589592,82,-2.48099096981103,0.105023400602018,"Haptoglobin..Mixed.Type"
"draw 2 - draw 3",11057.5325657895,9296.75090594475,82,1.18939753013268,0.75740739666764,"Haptoglobin..Mixed.Type"
"draw 2 - draw 4",12603.3663157895,9463.48270831052,82,1.33178943780619,0.672332428975473,"Haptoglobin..Mixed.Type"
"draw 2 - draw 5",8767.48016194332,9861.89733126847,82,0.889025698345576,0.900185038559328,"Haptoglobin..Mixed.Type"
"draw 3 - draw 4",1545.83374999999,9847.11909456449,82,0.15698335067901,0.999860737986558,"Haptoglobin..Mixed.Type"
"draw 3 - draw 5",-2290.05240384615,10230.6045014224,82,-0.223843312829438,0.999431407863922,"Haptoglobin..Mixed.Type"
"draw 4 - draw 5",-3835.88615384615,10382.3502169707,82,-0.369462219409253,0.995953363620256,"Haptoglobin..Mixed.Type"
"draw 1 - draw 2",-34938.9793859649,5568.60208209469,82,-6.27428192405916,1.55851622385406e-07,"LBP"
"draw 1 - draw 3",2972.72916666668,5852.73367764852,82,0.507921482574796,0.986365647585569,"LBP"
"draw 1 - draw 4",3096.41500000001,5968.6406460383,82,0.518780604098735,0.985240586142684,"LBP"
"draw 1 - draw 5",5634.43397435899,6244.79151725612,82,0.902261341918214,0.895242844036878,"LBP"
"draw 2 - draw 3",37911.7085526316,6153.06650776712,82,6.16143324710938,2.53696982532858e-07,"LBP"
"draw 2 - draw 4",38035.3943859649,6263.41816495313,82,6.07262574272806,3.71495089468432e-07,"LBP"
"draw 2 - draw 5",40573.4133603239,6527.10939402108,82,6.21613809590654,2.00396502503253e-07,"LBP"
"draw 3 - draw 4",123.685833333333,6517.32839910931,82,0.0189779961602421,0.999999969899373,"LBP"
"draw 3 - draw 5",2661.70480769231,6771.13870735862,82,0.393095596284221,0.994859254744518,"LBP"
"draw 4 - draw 5",2538.01897435897,6871.57180376873,82,0.369350571723196,0.995958091633938,"LBP"
"draw 1 - draw 2",32766.315131579,7652.32451774381,82,4.28187736361705,0.0004704060273234,"HMG.1"
"draw 1 - draw 3",20555.8875,8042.77568356035,82,2.55582006868808,0.088459234695344,"HMG.1"
"draw 1 - draw 4",33223.5891666667,8202.05403078476,82,4.05064256367596,0.00106772801786692,"HMG.1"
"draw 1 - draw 5",32333.2855769231,8581.53815467489,82,3.76777274588113,0.00278897550012369,"HMG.1"
"draw 2 - draw 3",-12210.427631579,8455.49044491666,82,-1.44408271892965,0.601300402880776,"HMG.1"
"draw 2 - draw 4",457.274035087717,8607.13473183264,82,0.0531273239393516,0.999998153613636,"HMG.1"
"draw 2 - draw 5",-433.029554655858,8969.49692391653,82,-0.0482780203091675,0.99999874063061,"HMG.1"
"draw 3 - draw 4",12667.7016666667,8956.05596583264,82,1.41442859613584,0.620240567978692,"HMG.1"
"draw 3 - draw 5",11777.3980769231,9304.83988252107,82,1.26572818292625,0.712747504791733,"HMG.1"
"draw 4 - draw 5",-890.303589743581,9442.85416953993,82,-0.0942833145316866,0.999981739977003,"HMG.1"
"draw 1 - draw 2",248.427412280702,214.397838808761,82,1.15872162546514,0.774589564623014,"SDF.1b"
"draw 1 - draw 3",-183.185416666667,225.33724498754,82,-0.812938920402601,0.925948185155032,"SDF.1b"
"draw 1 - draw 4",-608.284166666668,229.799801866141,82,-2.64701780300487,0.0712321653399116,"SDF.1b"
"draw 1 - draw 5",-617.519551282052,240.431940615044,82,-2.56837568961257,0.0859014392798263,"SDF.1b"
"draw 2 - draw 3",-431.612828947369,236.900418069666,82,-1.82191670434471,0.368194613342826,"SDF.1b"
"draw 2 - draw 4",-856.71157894737,241.149088824166,82,-3.55262208588331,0.00559371205954251,"SDF.1b"
"draw 2 - draw 5",-865.946963562754,251.301516451699,82,-3.44584853999156,0.00780838046770238,"SDF.1b"
"draw 3 - draw 4",-425.098750000001,250.924936451985,82,-1.69412716014115,0.443242736848172,"SDF.1b"
"draw 3 - draw 5",-434.334134615385,260.696936812903,82,-1.66605001165433,0.46045453687755,"SDF.1b"
"draw 4 - draw 5",-9.2353846153841,264.563731117426,82,-0.0349079769036255,0.999999655578378,"SDF.1b"
"draw 1 - draw 2",-351.470394736842,125.365613310296,82,-2.80356299830725,0.0482217834092884,"CCT3"
"draw 1 - draw 3",-509.95,131.762251319676,82,-3.87022834607447,0.00198100295049586,"CCT3"
"draw 1 - draw 4",-319.625833333334,134.371658126789,82,-2.37867000965147,0.131599140401248,"CCT3"
"draw 1 - draw 5",-186.24326923077,140.588626555493,82,-1.32473923242472,0.676708126131377,"CCT3"
"draw 2 - draw 3",-158.479605263158,138.523626776203,82,-1.14406191168526,0.782625564919845,"CCT3"
"draw 2 - draw 4",31.8445614035087,141.007967186772,82,0.22583519242802,0.999411154572062,"CCT3"
"draw 2 - draw 5",165.227125506073,146.944432419752,82,1.12441909356658,0.793205302042201,"CCT3"
"draw 3 - draw 4",190.324166666667,146.72423345279,82,1.29715563808283,0.693692710610353,"CCT3"
"draw 3 - draw 5",323.706730769231,152.438250092704,82,2.12352694007161,0.220144479556609,"CCT3"
"draw 4 - draw 5",133.382564102564,154.69929452405,82,0.862205380528271,0.909782450599012,"CCT3"
"draw 1 - draw 2",-39531.4587719299,9320.50289171856,82,-4.24134397373068,0.000544252767760489,"C1r"
"draw 1 - draw 3",-4984.77291666667,9796.07096409049,82,-0.5088543085222,0.986271437510102,"C1r"
"draw 1 - draw 4",-15804.37,9990.07140048742,82,-1.58200771209992,0.513089505136895,"C1r"
"draw 1 - draw 5",-28061.3628205128,10452.2816564532,82,-2.68471169672202,0.0649809389173295,"C1r"
"draw 2 - draw 3",34546.6858552632,10298.7560132879,82,3.35445230576291,0.0103208277304948,"C1r"
"draw 2 - draw 4",23727.0887719299,10483.4581925323,82,2.26328834781173,0.167520073929006,"C1r"
"draw 2 - draw 5",11470.095951417,10924.8139990374,82,1.04991224129103,0.831215078658424,"C1r"
"draw 3 - draw 4",-10819.5970833333,10908.4429619234,82,-0.991855310707478,0.85828425389646,"C1r"
"draw 3 - draw 5",-23076.5899038462,11333.2604793381,82,-2.03618278657917,0.258270370764162,"C1r"
"draw 4 - draw 5",-12256.9928205128,11501.3613692409,82,-1.06569930523988,0.823456123515948,"C1r"
"draw 1 - draw 2",1335.91666666667,514.232523409314,82,2.59788443136514,0.080128901436753,"Heparin.cofactor.II"
"draw 1 - draw 3",-334.914583333334,540.470653770929,82,-0.619672096896648,0.97155023563578,"Heparin.cofactor.II"
"draw 1 - draw 4",-656.683333333335,551.174082020443,82,-1.19142636556154,0.75625427537352,"Heparin.cofactor.II"
"draw 1 - draw 5",-416.391025641026,576.675232444645,82,-0.722054637019624,0.950831535315235,"Heparin.cofactor.II"
"draw 2 - draw 3",-1670.83125,568.204887034092,82,-2.94054361045957,0.0336567271359378,"Heparin.cofactor.II"
"draw 2 - draw 4",-1992.6,578.39531010627,82,-3.44504868069192,0.00782767480814806,"Heparin.cofactor.II"
"draw 2 - draw 5",-1752.30769230769,602.745874956383,82,-2.90720810397001,0.0367907095272578,"Heparin.cofactor.II"
"draw 3 - draw 4",-321.768750000001,601.842649044244,82,-0.534639328919254,0.983483620148314,"Heparin.cofactor.II"
"draw 3 - draw 5",-81.4764423076917,625.280760324992,82,-0.13030377308482,0.999933645192827,"Heparin.cofactor.II"
"draw 4 - draw 5",240.292307692309,634.555253966196,82,0.378678304513904,0.995549092479973,"Heparin.cofactor.II"
"draw 1 - draw 2",3674.64122807018,1860.07803723473,82,1.97553067909616,0.287095124683469,"TSP4"
"draw 1 - draw 3",-3341.03541666667,1954.98640611846,82,-1.70898140580944,0.434229143463835,"TSP4"
"draw 1 - draw 4",-9806.96333333334,1993.70276672133,82,-4.91896961624877,4.27308518132774e-05,"TSP4"
"draw 1 - draw 5",-11400.108974359,2085.94533728803,82,-5.46520024785521,4.76942248606171e-06,"TSP4"
"draw 2 - draw 3",-7015.67664473685,2055.30646722687,82,-3.41344551608538,0.0086261926405925,"TSP4"
"draw 2 - draw 4",-13481.6045614035,2092.16718933954,82,-6.44384666297124,7.45734066720516e-08,"TSP4"
"draw 2 - draw 5",-15074.7502024292,2180.24787037399,82,-6.91423686603272,9.42391975566892e-09,"TSP4"
"draw 3 - draw 4",-6465.92791666667,2176.9807283607,82,-2.97013557925963,0.0310740890709472,"TSP4"
"draw 3 - draw 5",-8059.0735576923,2261.76088916916,82,-3.56318547919216,0.00540976909378565,"TSP4"
"draw 4 - draw 5",-1593.14564102564,2295.30851819523,82,-0.694087800570838,0.957233100610375,"TSP4"
"draw 1 - draw 2",30024.7692982456,5871.79685487366,82,5.11338693083783,1.98316902292328e-05,"PCI"
"draw 1 - draw 3",7270.47291666667,6171.39861929272,82,1.17809160697189,0.763796000760841,"PCI"
"draw 1 - draw 4",-254.050000000003,6293.61639718663,82,-0.0403662987965978,0.999999384284497,"PCI"
"draw 1 - draw 5",-2032.58333333335,6584.80290920214,82,-0.308677930282902,0.997988560955388,"PCI"
"draw 2 - draw 3",-22754.296381579,6488.08373008131,82,-3.50709043350983,0.00645510765632595,"PCI"
"draw 2 - draw 4",-30278.8192982456,6604.44372564973,82,-4.58461311141944,0.000154116955804806,"PCI"
"draw 2 - draw 5",-32057.352631579,6882.49220292872,82,-4.6578116889021,0.000116883205404372,"PCI"
"draw 3 - draw 4",-7524.52291666667,6872.17866026328,82,-1.0949253924633,0.808666254349255,"PCI"
"draw 3 - draw 5",-9303.05625000001,7139.80822828446,82,-1.30298405118863,0.690122830867975,"PCI"
"draw 4 - draw 5",-1778.53333333334,7245.70962524768,82,-0.245460199941776,0.999181906356249,"PCI"
"draw 1 - draw 2",-1148.93311403509,478.472879224338,82,-2.40125023574512,0.12532381670607,"PK3CG"
"draw 1 - draw 3",-2096.36666666667,502.886414362785,82,-4.16866832507894,0.000705301664640556,"PK3CG"
"draw 1 - draw 4",-1428.88083333333,512.84552799131,82,-2.78618171621757,0.0504126717500383,"PK3CG"
"draw 1 - draw 5",-753.369551282054,536.573332654666,82,-1.4040383772984,0.626854396401169,"PK3CG"
"draw 2 - draw 3",-947.433552631579,528.692013655739,82,-1.79203303276774,0.385198766033191,"PK3CG"
"draw 2 - draw 4",-279.947719298246,538.17379640167,82,-0.520180880544591,0.985090950676809,"PK3CG"
"draw 2 - draw 5",395.563562753034,560.83102702047,82,0.705316831086444,0.954731912749578,"PK3CG"
"draw 3 - draw 4",667.485833333333,559.990611288098,82,1.19195897195129,0.755951227137634,"PK3CG"
"draw 3 - draw 5",1342.99711538461,581.798840207048,82,2.30835302955687,0.152705911239343,"PK3CG"
"draw 4 - draw 5",675.51128205128,590.428387102359,82,1.14410366575781,0.782602844050563,"PK3CG"
"draw 1 - draw 2",-134.671271929825,539.778059070878,82,-0.249493786690098,0.999127640285695,"LEAP.1"
"draw 1 - draw 3",2049.29583333333,567.319621371029,82,3.61224212266948,0.00462702460595932,"LEAP.1"
"draw 1 - draw 4",1549.24416666667,578.55476396299,82,2.6777830953368,0.0660939992263379,"LEAP.1"
"draw 1 - draw 5",961.393910256412,605.322735363923,82,1.58823360513366,0.509144257266439,"LEAP.1"
"draw 2 - draw 3",2183.96710526316,596.431608495759,82,3.66172260851713,0.00394562314189739,"LEAP.1"
"draw 2 - draw 4",1683.91543859649,607.128261345608,82,2.77357445832673,0.052054882874539,"LEAP.1"
"draw 2 - draw 5",1096.06518218624,632.68848951813,82,1.73239311342779,0.4201639116096,"LEAP.1"
"draw 3 - draw 4",-500.051666666667,631.740394040768,82,-0.791546134114068,0.932377691330515,"LEAP.1"
"draw 3 - draw 5",-1087.90192307692,656.342840676255,82,-1.65752081938765,0.465725083374269,"LEAP.1"
"draw 4 - draw 5",-587.850256410255,666.078063457038,82,-0.88255459631748,0.902551915338738,"LEAP.1"
"draw 1 - draw 2",3169.5822368421,2652.73692655625,82,1.19483474034375,0.754312562995975,"MDC"
"draw 1 - draw 3",-5096.85625000001,2788.08981484225,82,-1.82808180097612,0.364732549138675,"MDC"
"draw 1 - draw 4",-9326.02583333334,2843.30487430599,82,-3.27999502185276,0.0128946975613377,"MDC"
"draw 1 - draw 5",-6790.10480769233,2974.8559534782,82,-2.28249868695435,0.161079568204916,"MDC"
"draw 2 - draw 3",-8266.43848684211,2931.16054910687,82,-2.82019300831574,0.0462029592041122,"MDC"
"draw 2 - draw 4",-12495.6080701754,2983.72920307215,82,-4.18791626844337,0.000658692588448528,"MDC"
"draw 2 - draw 5",-9959.68704453443,3109.34483339466,82,-3.20314650776795,0.0161537362867111,"MDC"
"draw 3 - draw 4",-4229.16958333333,3104.68542228961,82,-1.36218940346441,0.653324657415924,"MDC"
"draw 3 - draw 5",-1693.24855769232,3225.59403940889,82,-0.524941619126572,0.984574308288483,"MDC"
"draw 4 - draw 5",2535.92102564101,3273.43774947611,82,0.774696578863266,0.937191721840178,"MDC"
"draw 1 - draw 2",-164.780043859649,51.9603378662092,82,-3.17126582748433,0.0177125130479392,"FABPE"
"draw 1 - draw 3",-231.220833333333,54.6115550811927,82,-4.23391776684568,0.000558935068300515,"FABPE"
"draw 1 - draw 4",-128.255833333333,55.6930770053297,82,-2.30290442241249,0.15444272330068,"FABPE"
"draw 1 - draw 5",-155.111217948718,58.2698264945173,82,-2.6619474826017,0.0686983716573509,"FABPE"
"draw 2 - draw 3",-66.4407894736842,57.4139451775249,82,-1.15722389862338,0.775415919090696,"FABPE"
"draw 2 - draw 4",36.5242105263158,58.4436307802937,82,0.624947663905769,0.970660145022164,"FABPE"
"draw 2 - draw 5",9.66882591093112,60.9041199933374,82,0.158754874251345,0.999854384387725,"FABPE"
"draw 3 - draw 4",102.965,60.8128540359587,82,1.69314533304286,0.443840845413518,"FABPE"
"draw 3 - draw 5",76.1096153846153,63.1811448881577,82,1.20462545462485,0.748703966528389,"FABPE"
"draw 4 - draw 5",-26.8553846153847,64.1182809135883,82,-0.418841307544997,0.993440755370627,"FABPE"
"draw 1 - draw 2",-49.8574561403509,14.2519942174616,82,-3.49827928496247,0.00663540612230884,"CD70"
"draw 1 - draw 3",-76.6729166666667,14.9791860327741,82,-5.11863037810653,1.9421337201897e-05,"CD70"
"draw 1 - draw 4",-53.3283333333334,15.2758323757704,82,-3.49102634943282,0.00678731108117947,"CD70"
"draw 1 - draw 5",-77.5185897435898,15.9825987350328,82,-4.85018682059971,5.58580889437055e-05,"CD70"
"draw 2 - draw 3",-26.8154605263158,15.7478424558874,82,-1.70280218394556,0.437970566913078,"CD70"
"draw 2 - draw 4",-3.47087719298244,16.0302708206577,82,-0.21652018433211,0.999501459579876,"CD70"
"draw 2 - draw 5",-27.6611336032389,16.7051486116128,82,-1.6558448084688,0.466762927071845,"CD70"
"draw 3 - draw 4",23.3445833333333,16.6801156354962,82,1.39954565324804,0.629709767715547,"CD70"
"draw 3 - draw 5",-0.845673076923086,17.3297047051,82,-0.0487990471455762,0.999998685411163,"CD70"
"draw 4 - draw 5",-24.1902564102564,17.5867480147451,82,-1.37548206126424,0.644950243488851,"CD70"
"draw 1 - draw 2",50.3361842105261,103.19111299542,82,0.487795729199665,0.988289773940117,"Endothelin.converting.enzyme.1.ECD"
"draw 1 - draw 3",-45.9437500000003,108.456322315483,82,-0.423615230713401,0.993149838806921,"Endothelin.converting.enzyme.1.ECD"
"draw 1 - draw 4",-251.810833333334,110.604180771831,82,-2.27668458439923,0.163009026136522,"Endothelin.converting.enzyme.1.ECD"
"draw 1 - draw 5",-468.860576923077,115.721500223916,82,-4.05162891956856,0.00106406953047244,"Endothelin.converting.enzyme.1.ECD"
"draw 2 - draw 3",-96.2799342105263,114.021754815796,82,-0.844399688165367,0.915844020471639,"Endothelin.converting.enzyme.1.ECD"
"draw 2 - draw 4",-302.14701754386,116.066668450859,82,-2.60321952526608,0.0791203013437455,"Endothelin.converting.enzyme.1.ECD"
"draw 2 - draw 5",-519.196761133603,120.953099733522,82,-4.29254613794496,0.000452627482840695,"Endothelin.converting.enzyme.1.ECD"
"draw 3 - draw 4",-205.867083333334,120.77184926235,82,-1.70459494154248,0.436883869529172,"Endothelin.converting.enzyme.1.ECD"
"draw 3 - draw 5",-422.916826923077,125.475178358565,82,-3.3705218231651,0.00983121609535575,"Endothelin.converting.enzyme.1.ECD"
"draw 4 - draw 5",-217.049743589744,127.336292305539,82,-1.70453952804704,0.436917444219565,"Endothelin.converting.enzyme.1.ECD"
"draw 1 - draw 2",129.000438596491,82.7936870927592,82,1.55809510514931,0.528292754056707,"GNS"
"draw 1 - draw 3",324.152083333334,87.0181409267098,82,3.72510926895516,0.00320955490139552,"GNS"
"draw 1 - draw 4",271.231666666667,88.7414397243721,82,3.05642625935643,0.0245157563464786,"GNS"
"draw 1 - draw 5",281.066025641026,92.8472365625978,82,3.02718784151999,0.0265848523752342,"GNS"
"draw 2 - draw 3",195.151644736842,91.4834738763339,82,2.1331901431798,0.216174793531271,"GNS"
"draw 2 - draw 4",142.231228070175,93.1241765949933,82,1.52732870529158,0.547945412148341,"GNS"
"draw 2 - draw 5",152.065587044535,97.0447241196147,82,1.56696397897018,0.522645463103608,"GNS"
"draw 3 - draw 4",-52.9204166666666,96.8993007942912,82,-0.546138271719959,0.982122410297066,"GNS"
"draw 3 - draw 5",-43.0860576923073,100.672939300386,82,-0.42798052775382,0.992875847195719,"GNS"
"draw 4 - draw 5",9.83435897435933,102.166173371585,82,0.0962584645173225,0.999980164747119,"GNS"
"draw 1 - draw 2",-444.054166666667,203.258833778929,82,-2.18467339603865,0.195859211830062,"OBCAM"
"draw 1 - draw 3",-937.266666666667,213.629884879476,82,-4.38733872461452,0.000320579790553221,"OBCAM"
"draw 1 - draw 4",-458.414166666667,217.860590337406,82,-2.10416287753884,0.228248496397474,"OBCAM"
"draw 1 - draw 5",-394.377243589744,227.940338037686,82,-1.73017749725606,0.421487299906004,"OBCAM"
"draw 2 - draw 3",-493.2125,224.592295174821,82,-2.1960348177398,0.191564381112414,"OBCAM"
"draw 2 - draw 4",-14.3599999999999,228.620226927625,82,-0.0628115901772151,0.999996394451084,"OBCAM"
"draw 2 - draw 5",49.6769230769227,238.245186820238,82,0.208511759418691,0.999570513414813,"OBCAM"
"draw 3 - draw 4",478.8525,237.888171973485,82,2.01293110131332,0.26909605323116,"OBCAM"
"draw 3 - draw 5",542.889423076923,247.152469636575,82,2.19657697078736,0.191361132493629,"OBCAM"
