"contrast","estimate","SE","df","t.ratio","p.value","Protein"
"draw 1 - draw 3",3548.77083333333,3922.85641146922,82,0.90463949252841,0.894340486641148,"Apo.A.IV"
"draw 1 - draw 4",-803.071666666668,4000.54427822082,82,-0.200740601982244,0.99963047677265,"Apo.A.IV"
"draw 1 - draw 5",-1782.49166666667,4185.63730916237,82,-0.425859083099434,0.993009961325424,"Apo.A.IV"
"draw 2 - draw 3",-8698.87434210526,4124.15765514358,82,-2.10924874107472,0.226100750039062,"Apo.A.IV"
"draw 2 - draw 4",-13050.7168421053,4198.12201603045,82,-3.10870355655966,0.021172028307359,"Apo.A.IV"
"draw 2 - draw 5",-14030.1368421053,4374.86384054707,82,-3.20698822945558,0.0159745416035817,"Apo.A.IV"
"draw 3 - draw 4",-4351.8425,4368.30802565552,82,-0.996230685757778,0.856326983589831,"Apo.A.IV"
"draw 3 - draw 5",-5331.2625,4538.42705888869,82,-1.17469388200445,0.76570337638141,"Apo.A.IV"
"draw 4 - draw 5",-979.420000000003,4605.7433999142,82,-0.212651881565579,0.9995357679072,"Apo.A.IV"
"draw 1 - draw 2",-341.571052631579,120.596296104338,82,-2.83235110584207,0.0447736450233598,"ZWILC"
"draw 1 - draw 3",-517.73125,126.749585121017,82,-4.08467806427678,0.000948162968653632,"ZWILC"
"draw 1 - draw 4",-371.49,129.259721574371,82,-2.87398112478727,0.040166046822293,"ZWILC"
"draw 1 - draw 5",-396.634615384616,135.240176227782,82,-2.93281646362671,0.0343614894597796,"ZWILC"
"draw 2 - draw 3",-176.160197368421,133.25373578161,82,-1.32199068442727,0.678410386704475,"ZWILC"
"draw 2 - draw 4",-29.918947368421,135.643563772444,82,-0.220570342862807,0.999463560652374,"ZWILC"
"draw 2 - draw 5",-55.0635627530367,141.354186487442,82,-0.389543204353048,0.995035920318387,"ZWILC"
"draw 3 - draw 4",146.24125,141.142364608058,82,1.03612583228361,0.83785442697605,"ZWILC"
"draw 3 - draw 5",121.096634615384,146.639001400689,82,0.825814643162286,0.921906450599402,"ZWILC"
"draw 4 - draw 5",-25.1446153846157,148.814028320335,82,-0.16896670070976,0.999813450309473,"ZWILC"
"draw 1 - draw 2",-390.447587719298,119.91459063828,82,-3.25604737205897,0.0138395139655703,"PPIG"
"draw 1 - draw 3",-633.160416666667,126.03309640794,82,-5.02376308059013,2.83045286849637e-05,"PPIG"
"draw 1 - draw 4",-402.765833333333,128.529043588522,82,-3.13365619231374,0.0197252969847262,"PPIG"
"draw 1 - draw 5",-414.179166666667,134.475691991173,82,-3.07995564502359,0.0229563743376189,"PPIG"
"draw 2 - draw 3",-242.712828947368,132.500480474528,82,-1.83178829297926,0.362658894488788,"PPIG"
"draw 2 - draw 4",-12.3182456140351,134.876799270993,82,-0.0913296110273597,0.999983918563943,"PPIG"
"draw 2 - draw 5",-23.731578947369,140.555141038357,82,-0.168841771080381,0.999813997586046,"PPIG"
"draw 3 - draw 4",230.394583333333,140.34451654345,82,1.64163580457384,0.475589051410372,"PPIG"
"draw 3 - draw 5",218.981249999999,145.810082005805,82,1.50182516179699,0.564285420918539,"PPIG"
"draw 4 - draw 5",-11.4133333333339,147.972813956302,82,-0.0771312853231565,0.99999180953138,"PPIG"
"draw 1 - draw 2",-1425.90592105263,1021.56123125108,82,-1.3958105274868,0.632081439623657,"Collagen.Type.III"
"draw 1 - draw 3",-3681.975,1073.6852326274,82,-3.4292871766429,0.00821697529560639,"Collagen.Type.III"
"draw 1 - draw 4",-3511.27750000001,1094.94839052471,82,-3.20679726130048,0.0159834064517038,"Collagen.Type.III"
"draw 1 - draw 5",-3088.69903846154,1145.60832633147,82,-2.69612132477453,0.0631825008988594,"Collagen.Type.III"
"draw 2 - draw 3",-2256.06907894737,1128.78135391565,82,-1.99867677750102,0.275871325133083,"Collagen.Type.III"
"draw 2 - draw 4",-2085.37157894737,1149.02538879615,82,-1.81490470034979,0.372151654580905,"Collagen.Type.III"
"draw 2 - draw 5",-1662.79311740891,1197.39960061188,82,-1.38867017874335,0.636609398728039,"Collagen.Type.III"
"draw 3 - draw 4",170.697499999997,1195.60527502394,82,0.142770781934346,0.999904527265626,"Collagen.Type.III"
"draw 3 - draw 5",593.275961538459,1242.16682982296,82,0.477613753076159,0.989186496191897,"Collagen.Type.III"
"draw 4 - draw 5",422.578461538462,1260.59130262862,82,0.335222415589644,0.997225289941491,"Collagen.Type.III"
"draw 1 - draw 2",-737.048903508772,140.538273115103,82,-5.24447104103177,1.17220852683397e-05,"PTGR2"
"draw 1 - draw 3",-352.766666666667,147.709078855555,82,-2.38825310806818,0.1289066740735,"PTGR2"
"draw 1 - draw 4",-337.974166666667,150.634295083858,82,-2.24367343756956,0.174290835213407,"PTGR2"
"draw 1 - draw 5",-335.646474358974,157.603686322096,82,-2.12968669827311,0.217608297340779,"PTGR2"
"draw 2 - draw 3",384.282236842105,155.288765226099,82,2.47462999839424,0.106539570307542,"PTGR2"
"draw 2 - draw 4",399.074736842105,158.073778611447,82,2.52461059859301,0.0950881467254752,"PTGR2"
"draw 2 - draw 5",401.402429149798,164.728718113763,82,2.43674833232531,0.115935055511872,"PTGR2"
"draw 3 - draw 4",14.7924999999998,164.481869063681,82,0.0899339245365255,0.999984877405295,"PTGR2"
"draw 3 - draw 5",17.1201923076929,170.887437623673,82,0.100184030761786,0.999976734507194,"PTGR2"
"draw 4 - draw 5",2.32769230769301,173.422130123693,82,0.0134221180770458,0.999999992468247,"PTGR2"
"draw 1 - draw 2",840.528070175439,252.11388836079,82,3.33392212400688,0.0109788972728807,"SPB8"
"draw 1 - draw 3",969.508333333334,264.977713124201,82,3.65882972534714,0.00398272513950082,"SPB8"
"draw 1 - draw 4",1137.84,270.225305977498,82,4.21070852666459,0.000607306924167772,"SPB8"
"draw 1 - draw 5",1011.20256410257,282.727809997458,82,3.57659391239813,0.00518439187817898,"SPB8"
"draw 2 - draw 3",128.980263157895,278.575035483984,82,0.463000077999847,0.990387257051909,"SPB8"
"draw 2 - draw 4",297.311929824562,283.571116182527,82,1.04845632315101,0.831922285525768,"SPB8"
"draw 2 - draw 5",170.674493927126,295.509520131468,82,0.577560052384085,0.978011603235512,"SPB8"
"draw 3 - draw 4",168.331666666667,295.066693615425,82,0.570486843513629,0.978988220891818,"SPB8"
"draw 3 - draw 5",41.6942307692315,306.557746984911,82,0.136007754425738,0.999921299636089,"SPB8"
"draw 4 - draw 5",-126.637435897435,311.104772985832,82,-0.407057193890118,0.994120848843141,"SPB8"
"draw 1 - draw 2",271.2,108.736041623781,82,2.49411323007631,0.101950392725363,"PPIP1"
"draw 1 - draw 3",320.45625,114.284174628312,82,2.80402996339803,0.0481640734968499,"PPIP1"
"draw 1 - draw 4",387.753333333334,116.547447304922,82,3.3269997953611,0.0112093115581842,"PPIP1"
"draw 1 - draw 5",409.561538461539,121.9397436451,82,3.35872067808794,0.0101886394659801,"PPIP1"
"draw 2 - draw 3",49.2562500000001,120.148663172353,82,0.40996086597603,0.993958207885232,"PPIP1"
"draw 2 - draw 4",116.553333333333,122.303459333424,82,0.952984764033416,0.875058420812146,"PPIP1"
"draw 2 - draw 5",138.361538461539,127.452460830937,82,1.08559330717884,0.813447622571145,"PPIP1"
"draw 3 - draw 4",67.2970833333334,127.261470946192,82,0.528809566893876,0.984145484767289,"PPIP1"
"draw 3 - draw 5",89.1052884615385,132.217531342585,82,0.673929452143985,0.96149422012591,"PPIP1"
"draw 4 - draw 5",21.8082051282052,134.178651420956,82,0.162531109809613,0.999840122118592,"PPIP1"
"draw 1 - draw 2",1188.19013157895,406.045626212067,82,2.92624782752466,0.0349707594984466,"TCP4"
"draw 1 - draw 3",1187.01875,426.76364303971,82,2.78144300565348,0.0510246327619611,"TCP4"
"draw 1 - draw 4",1521.76416666667,435.215228710286,82,3.4965783967998,0.00667074382645683,"TCP4"
"draw 1 - draw 5",1509.9451923077,455.351315250424,82,3.3160005071629,0.0115845542389592,"TCP4"
"draw 2 - draw 3",-1.17138157894703,448.663004904633,82,-0.00261082720469904,0.99999999998924,"TCP4"
"draw 2 - draw 4",333.57403508772,456.709514079656,82,0.730385561947239,0.948812561164393,"TCP4"
"draw 2 - draw 5",321.755060728747,475.93708118807,82,0.676045371219149,0.961060625236862,"TCP4"
"draw 3 - draw 4",334.745416666667,475.223880613603,82,0.704395192081779,0.954940675707291,"TCP4"
"draw 3 - draw 5",322.926442307694,493.730960852563,82,0.654053458081851,0.965413095932521,"TCP4"
"draw 4 - draw 5",-11.8189743589732,501.054238566262,82,-0.0235882135091651,0.999999928168883,"TCP4"
"draw 1 - draw 2",-148.168421052632,26.0112368257212,82,-5.6963235560608,1.82856993846681e-06,"BRF.1"
"draw 1 - draw 3",-58.71875,27.3384306371419,82,-2.14784640637802,0.210248488281232,"BRF.1"
"draw 1 - draw 4",-40.5733333333334,27.8798382579579,82,-1.45529299553064,0.594122249878188,"BRF.1"
"draw 1 - draw 5",-48.4307692307692,29.1697536810714,82,-1.66030778868717,0.464000856220995,"BRF.1"
"draw 2 - draw 3",89.4496710526316,28.7413012778496,82,3.11223455708907,0.0209616762062341,"BRF.1"
"draw 2 - draw 4",107.595087719298,29.2567597442401,82,3.67761463196487,0.00374750846123839,"BRF.1"
"draw 2 - draw 5",99.7376518218624,30.4884755154579,82,3.27132302076877,0.0132298229187754,"BRF.1"
"draw 3 - draw 4",18.1454166666667,30.4427879674359,82,0.596049766732157,0.975313230558406,"BRF.1"
"draw 3 - draw 5",10.2879807692308,31.6283494314,82,0.325277194484803,0.997532356381677,"BRF.1"
"draw 4 - draw 5",-7.85743589743585,32.0974777722926,82,-0.244799169367089,0.999190555724831,"BRF.1"
"draw 1 - draw 2",-1035.49846491228,250.308587960168,82,-4.1368874849674,0.000789231054857287,"SIR1"
"draw 1 - draw 3",-1114.90833333333,263.080299321379,82,-4.23790126516224,0.000551012791819572,"SIR1"
"draw 1 - draw 4",-814.0325,268.290315976308,82,-3.03414790443605,0.026078692304748,"SIR1"
"draw 1 - draw 5",-913.238141025642,280.703293887005,82,-3.25339303425936,0.0139480284727747,"SIR1"
"draw 2 - draw 3",-79.4098684210522,276.580255956239,82,-0.287113294282353,0.998485019984358,"SIR1"
"draw 2 - draw 4",221.465964912281,281.540561448008,82,0.786621877051201,0.933807303141855,"SIR1"
"draw 2 - draw 5",122.260323886639,293.39347861329,82,0.416711115954235,0.993567666482459,"SIR1"
"draw 3 - draw 4",300.875833333333,292.953823024846,82,1.02704183965476,0.842158329933133,"SIR1"
"draw 3 - draw 5",201.670192307691,304.362592933527,82,0.662598482829118,0.96376225531943,"SIR1"
"draw 4 - draw 5",-99.205641025642,308.877059253129,82,-0.321181641865936,0.997651295827894,"SIR1"
"draw 1 - draw 2",44.3017543859649,14.2671105653871,82,3.10516654251239,0.0213846370119065,"AMGO1.ECD"
"draw 1 - draw 3",30.5645833333333,14.995073675181,82,2.03830831347779,0.257294822560824,"AMGO1.ECD"
"draw 1 - draw 4",12.8,15.2920346555018,82,0.837037077691604,0.918278011092513,"AMGO1.ECD"
"draw 1 - draw 5",-15.3820512820512,15.9995506450283,82,-0.961405205891266,0.871519377776244,"AMGO1.ECD"
"draw 2 - draw 3",-13.7371710526316,15.7645453721254,82,-0.871396588253121,0.906556579255857,"AMGO1.ECD"
"draw 2 - draw 4",-31.5017543859649,16.0472732939514,82,-1.96305963068746,0.293255291768634,"AMGO1.ECD"
"draw 2 - draw 5",-59.6838056680161,16.7228668926271,82,-3.56899364512254,0.00531104463725662,"AMGO1.ECD"
"draw 3 - draw 4",-17.7645833333333,16.6978073653366,82,-1.0638871885785,0.82435507950327,"AMGO1.ECD"
"draw 3 - draw 5",-45.9466346153845,17.3480854202315,82,-2.64851327984592,0.0709748819987132,"AMGO1.ECD"
"draw 4 - draw 5",-28.1820512820512,17.6054013623266,82,-1.600761647068,0.501224224386305,"AMGO1.ECD"
"draw 1 - draw 2",-3373.5,718.563169464745,82,-4.69478557120164,0.000101549739831341,"C1s"
"draw 1 - draw 3",-737.206250000001,755.227038930785,82,-0.976138580848089,0.865200452526069,"C1s"
"draw 1 - draw 4",-1204.08666666667,770.183481740195,82,-1.56337638395735,0.524928743576661,"C1s"
"draw 1 - draw 5",-1416.03846153846,805.817531784957,82,-1.7572693639487,0.405421606189218,"C1s"
"draw 2 - draw 3",2636.29375,793.981488812965,82,3.32034661657083,0.0114349329099738,"C1s"
"draw 2 - draw 4",2169.41333333334,808.221083485787,82,2.68418305048025,0.0650653034913591,"C1s"
"draw 2 - draw 5",1957.46153846154,842.247361989036,82,2.32409340391264,0.147771360923582,"C1s"
"draw 3 - draw 4",-466.880416666665,840.985238640894,82,-0.555158872254625,0.9810017677097,"C1s"
"draw 3 - draw 5",-678.832211538464,873.736499522843,82,-0.776930129288614,0.936566195139203,"C1s"
"draw 4 - draw 5",-211.951794871798,886.69621957676,82,-0.239035410541129,0.999263138606585,"C1s"
"draw 1 - draw 2",-584.661622807018,204.990491390533,82,-2.85214020826538,0.0425291329140087,"STA5A"
"draw 1 - draw 3",-854.670833333334,215.449898353627,82,-3.9669122142287,0.00142591317373975,"STA5A"
"draw 1 - draw 4",-541.499166666667,219.716647181345,82,-2.46453408794162,0.108981937068287,"STA5A"
"draw 1 - draw 5",-472.030448717949,229.882268993484,82,-2.05335735889804,0.250455549880479,"STA5A"
"draw 2 - draw 3",-270.009210526316,226.505702578655,82,-1.19206363218407,0.755891660181812,"STA5A"
"draw 2 - draw 4",43.1624561403509,230.567950176675,82,0.187200589272175,0.999719816587797,"STA5A"
"draw 2 - draw 5",112.631174089069,240.274909629896,82,0.468759614820202,0.989925922305503,"STA5A"
"draw 3 - draw 4",313.171666666667,239.914853205735,82,1.30534505255542,0.688673730109355,"STA5A"
"draw 3 - draw 5",382.640384615385,249.258077778254,82,1.53511728898026,0.542962635895317,"STA5A"
"draw 4 - draw 5",69.4687179487178,252.955204899472,82,0.274628537397859,0.998727503825598,"STA5A"
"draw 1 - draw 2",293.175,97.1275277634582,82,3.0184542606087,0.0272323443659306,"MUC18"
"draw 1 - draw 3",328.3875,102.083349535024,82,3.21685663230842,0.0155224678438266,"MUC18"
"draw 1 - draw 4",230.861666666667,104.1049982584,82,2.21758484730621,0.183604007141832,"MUC18"
"draw 1 - draw 5",28.4134615384616,108.921620278737,82,0.26086153938722,0.998960388853546,"MUC18"
"draw 2 - draw 3",35.2125000000001,107.321753153307,82,0.328102169088682,0.997447793511754,"MUC18"
"draw 2 - draw 4",-62.3133333333332,109.246506168348,82,-0.57039200171133,0.979001110248957,"MUC18"
"draw 2 - draw 5",-264.761538461538,113.845807176878,82,-2.32561518976442,0.147300783155488,"MUC18"
"draw 3 - draw 4",-97.5258333333333,113.675207115885,82,-0.857934072061213,0.911259119728784,"MUC18"
"draw 3 - draw 5",-299.974038461539,118.102165156289,82,-2.53995376007351,0.0917803899359392,"MUC18"
"draw 4 - draw 5",-202.448205128205,119.853918687271,82,-1.68912462225323,0.446293120050589,"MUC18"
"draw 1 - draw 2",-60.3151315789474,45.9130218680058,82,-1.31368246142338,0.683543105930982,"GLP1R.ECD"
"draw 1 - draw 3",-119.50625,48.2556816536637,82,-2.47652184995975,0.106086815930632,"GLP1R.ECD"
"draw 1 - draw 4",-205.109166666667,49.2113324787506,82,-4.16792548251428,0.000707162198366751,"GLP1R.ECD"
"draw 1 - draw 5",-164.100961538462,51.4881913388693,82,-3.18715723491688,0.0169192759055439,"GLP1R.ECD"
"draw 2 - draw 3",-59.1911184210527,50.731920320681,82,-1.16674310861683,0.77014349401332,"GLP1R.ECD"
"draw 2 - draw 4",-144.79403508772,51.6417677069474,82,-2.80381639740501,0.0481904596684495,"GLP1R.ECD"
"draw 2 - draw 5",-103.785829959514,53.8158970464322,82,-1.92853479465311,0.310714114921634,"GLP1R.ECD"
"draw 3 - draw 4",-85.6029166666668,53.7352529230679,82,-1.59304947888165,0.506096669967237,"GLP1R.ECD"
"draw 3 - draw 5",-44.5947115384614,55.827914251922,82,-0.798788780415993,0.930240813326516,"GLP1R.ECD"
"draw 4 - draw 5",41.0082051282053,56.6559832868017,82,0.723810668338685,0.950410280587779,"GLP1R.ECD"
"draw 1 - draw 2",-341.930701754386,189.400568798048,82,-1.80533091280722,0.377587207926297,"DHRS4"
"draw 1 - draw 3",-715.302083333333,199.06451767032,82,-3.59331784340381,0.00491554304740305,"DHRS4"
"draw 1 - draw 4",-595.643333333333,203.00677201298,82,-2.93410573168096,0.0342430059133029,"DHRS4"
"draw 1 - draw 5",-210.106410256411,212.399278662163,82,-0.989204914347193,0.859463155864339,"DHRS4"
"draw 2 - draw 3",-373.371381578948,209.279506641447,82,-1.78407999699003,0.389784500744504,"DHRS4"
"draw 2 - draw 4",-253.712631578948,213.032812467704,82,-1.19095564969556,0.756521993427322,"DHRS4"
"draw 2 - draw 5",131.824291497975,222.001538915787,82,0.593798998609559,0.975653120699397,"DHRS4"
"draw 3 - draw 4",119.65875,221.668865477751,82,0.539808555171272,0.982880929755726,"DHRS4"
"draw 3 - draw 5",505.195673076923,230.301519784978,82,2.19362717861611,0.192468849039167,"DHRS4"
"draw 4 - draw 5",385.536923076923,233.717473251538,82,1.64958536352988,0.470645109356675,"DHRS4"
"draw 1 - draw 2",1978.06074561404,1139.04464530199,82,1.73659632550189,0.417657890662799,"MEP1A"
"draw 1 - draw 3",1721.60416666667,1197.16310442431,82,1.4380698505527,0.605147143380031,"MEP1A"
"draw 1 - draw 4",4178.04916666667,1220.87160608258,82,3.42218554830088,0.00839815576387937,"MEP1A"
"draw 1 - draw 5",4469.23685897437,1277.35762654497,82,3.49881408784701,0.00662433095502224,"MEP1A"
"draw 2 - draw 3",-256.456578947368,1258.59548851492,82,-0.203764101562111,0.999607939991879,"MEP1A"
"draw 2 - draw 4",2199.98842105263,1281.16766414622,82,1.71717448279396,0.429286762623183,"MEP1A"
"draw 2 - draw 5",2491.17611336033,1335.10509369407,82,1.86590263577495,0.34385373629298,"MEP1A"
"draw 3 - draw 4",2456.445,1333.10441386173,82,1.84265011386782,0.356616050651223,"MEP1A"
"draw 3 - draw 5",2747.6326923077,1385.02072396465,82,1.98382063514728,0.28304380965717,"MEP1A"
"draw 4 - draw 5",291.187692307693,1405.56408098506,82,0.207167852570351,0.999581365390575,"MEP1A"
"draw 1 - draw 2",-2192.08048245614,544.479806246566,82,-4.02600878362689,0.00116307715548847,"DNM1L"
"draw 1 - draw 3",-2051.91666666667,572.26126985538,82,-3.58562910816107,0.00503748888753242,"DNM1L"
"draw 1 - draw 4",-1852.91416666667,583.594276373194,82,-3.17500400823289,0.0175229522363162,"DNM1L"
"draw 1 - draw 5",-2320.49262820513,610.59541070437,82,-3.80037679210242,0.00250312864263869,"DNM1L"
"draw 2 - draw 3",140.163815789474,601.626837504443,82,0.232974673089511,0.999334149543341,"DNM1L"
"draw 2 - draw 4",339.166315789474,612.416663754879,82,0.553816275523857,0.981171544076929,"DNM1L"
"draw 2 - draw 5",-128.412145748989,638.199534786999,82,-0.2012100271929,0.999627042476978,"DNM1L"
"draw 3 - draw 4",199.0025,637.243180905728,82,0.312286590053663,0.997895127881168,"DNM1L"
"draw 3 - draw 5",-268.575961538462,662.059927626296,82,-0.405667146328273,0.994197584644175,"DNM1L"
"draw 4 - draw 5",-467.578461538462,671.87994925254,82,-0.695925607035362,0.956830036806806,"DNM1L"
"draw 1 - draw 2",-959.704385964913,283.874315511186,82,-3.38073694422381,0.00953117140878434,"PAI.2"
"draw 1 - draw 3",106.735416666667,298.358679991509,82,0.35774195230286,0.996428228490933,"PAI.2"
"draw 1 - draw 4",-131.563333333333,304.267346265298,82,-0.432393863318542,0.992590966678426,"PAI.2"
"draw 1 - draw 5",-458.00641025641,318.344872076819,82,-1.43871144293441,0.604736813280874,"PAI.2"
"draw 2 - draw 3",1066.43980263158,313.668945533662,82,3.39988965377872,0.00899119374683433,"PAI.2"
"draw 2 - draw 4",828.14105263158,319.294415029845,82,2.59365968726441,0.0809351227923545,"PAI.2"
"draw 2 - draw 5",501.697975708502,332.736777413513,82,1.50779237452616,0.560459789732475,"PAI.2"
"draw 3 - draw 4",-238.29875,332.238165159546,82,-0.717252787275551,0.95197172764138,"PAI.2"
"draw 3 - draw 5",-564.741826923077,345.176821300129,82,-1.63609429160377,0.479044033411863,"PAI.2"
"draw 4 - draw 5",-326.443076923077,350.296665756202,82,-0.931904607822541,0.883684682102074,"PAI.2"
"draw 1 - draw 2",-438.314254385965,143.688473205089,82,-3.05044826915485,0.0249267168994675,"KHDCL"
"draw 1 - draw 3",-706.677083333333,151.020014326644,82,-4.67936045751425,0.000107693862037017,"KHDCL"
"draw 1 - draw 4",-533.959166666667,154.010799998924,82,-3.46702417408648,0.00731328757037164,"KHDCL"
"draw 1 - draw 5",-458.061217948719,161.13641186247,82,-2.84269218021109,0.0435882506244437,"KHDCL"
"draw 2 - draw 3",-268.362828947368,158.769601238566,82,-1.69026581193038,0.445596618119325,"KHDCL"
"draw 2 - draw 4",-95.644912280702,161.617041386551,82,-0.591799673228401,0.975952363014469,"KHDCL"
"draw 2 - draw 5",-19.7469635627538,168.421153000879,82,-0.117247526281041,0.999956434246066,"KHDCL"
"draw 3 - draw 4",172.717916666666,168.168770768393,82,1.02705107421245,0.842153983572568,"KHDCL"
"draw 3 - draw 5",248.615865384615,174.717921729156,82,1.42295571584244,0.614803028833825,"KHDCL"
"draw 4 - draw 5",75.8979487179482,177.309429987365,82,0.42805365018294,0.992871191989148,"KHDCL"
"draw 1 - draw 2",-1776.1423245614,669.540078025558,82,-2.65277969587596,0.0702451579068939,"UB2R2"
"draw 1 - draw 3",-2936.20416666667,703.702599938972,82,-4.17250720250474,0.000695761083636892,"UB2R2"
"draw 1 - draw 4",-1908.54583333333,717.638657770959,82,-2.65948024492079,0.0691118039385605,"UB2R2"
"draw 1 - draw 5",-1736.93301282051,750.841618430783,82,-2.31331477928808,0.151137158591306,"UB2R2"
"draw 2 - draw 3",-1160.06184210526,739.813074982217,82,-1.56804722886676,0.521956357660438,"UB2R2"
"draw 2 - draw 4",-132.40350877193,753.08119076304,82,-0.175815716015661,0.999781566010416,"UB2R2"
"draw 2 - draw 5",39.2093117408912,784.786068124004,82,0.0499617836420304,0.999998555651794,"UB2R2"
"draw 3 - draw 4",1027.65833333333,783.610051594208,82,1.31144097914852,0.684924477787915,"UB2R2"
"draw 3 - draw 5",1199.27115384615,814.126897848198,82,1.47307644178803,0.58272317094362,"UB2R2"
"draw 4 - draw 5",171.612820512822,826.202456887152,82,0.207712793737506,0.999576989847987,"UB2R2"
"draw 1 - draw 2",372.604385964912,182.930084320506,82,2.03686773200237,0.257955744760199,"CBLN2"
"draw 1 - draw 3",132.727083333333,192.263884072496,82,0.690338094300054,0.958047875356521,"CBLN2"
"draw 1 - draw 4",-231.836666666667,196.071459328959,82,-1.1824090434177,0.761363892148902,"CBLN2"
"draw 1 - draw 5",-382.562820512821,205.143090128274,82,-1.86485842771311,0.344421682283168,"CBLN2"
"draw 2 - draw 3",-239.877302631579,202.129898761257,82,-1.18674824507238,0.758910120860284,"CBLN2"
"draw 2 - draw 4",-604.441052631579,205.754980542347,82,-2.93767398017944,0.0339169558098695,"CBLN2"
"draw 2 - draw 5",-755.167206477733,214.417308727563,82,-3.52195077421312,0.00616128923555637,"CBLN2"
"draw 3 - draw 4",-364.56375,214.096000399625,82,-1.7028050468926,0.437968830727281,"CBLN2"
"draw 3 - draw 5",-515.289903846154,222.433737663839,82,-2.31659958268069,0.15010533309959,"CBLN2"
"draw 4 - draw 5",-150.726153846154,225.732992041153,82,-0.667718761370405,0.962748581652655,"CBLN2"
"draw 1 - draw 2",-734.284649122807,302.803520239469,82,-2.42495413706586,0.118990728673383,"BACD1"
"draw 1 - draw 3",-1060.24583333333,318.253725888316,82,-3.33144829765608,0.0110607371632461,"BACD1"
"draw 1 - draw 4",-1034.51166666667,324.556391715626,82,-3.18746354431096,0.0169043069915502,"BACD1"
"draw 1 - draw 5",-746.189102564103,339.572630026283,82,-2.19743594325122,0.191039426739188,"BACD1"
"draw 2 - draw 3",-325.961184210527,334.584905035738,82,-0.974225613004598,0.866029941454122,"BACD1"
"draw 2 - draw 4",-300.22701754386,340.585490060052,82,-0.881502666161511,0.902933595554287,"BACD1"
"draw 2 - draw 5",-11.9044534412955,354.92421120423,82,-0.0335408322833334,0.999999706433215,"BACD1"
"draw 3 - draw 4",25.7341666666664,354.392350667768,82,0.0726149044080001,0.999993563745055,"BACD1"
"draw 3 - draw 5",314.056730769231,368.19377761082,82,0.852965883364789,0.912958778061216,"BACD1"
"draw 4 - draw 5",288.322564102565,373.655021688452,82,0.771627697654666,0.938044921075336,"BACD1"
"draw 1 - draw 2",-1215.0802631579,375.429718612619,82,-3.23650527094169,0.0146567639857873,"HXC11"
"draw 1 - draw 3",-1869.85,394.585593533315,82,-4.73876905453247,8.58373571622773e-05,"HXC11"
"draw 1 - draw 4",-1381.595,402.399928241793,82,-3.43338778919919,0.00811400800099804,"HXC11"
"draw 1 - draw 5",-1590.61346153846,421.017750515231,82,-3.77801995187118,0.00269598198883869,"HXC11"
"draw 2 - draw 3",-654.769736842105,414.833739879434,82,-1.5783907476581,0.515384173194353,"HXC11"
"draw 2 - draw 4",-166.514736842106,422.273540927347,82,-0.394329079857634,0.994796866029562,"HXC11"
"draw 2 - draw 5",-375.533198380568,440.051346284982,82,-0.853384955076057,0.912816155264871,"HXC11"
"draw 3 - draw 4",488.254999999999,439.391921152185,82,1.11120613851908,0.800196229324629,"HXC11"
"draw 3 - draw 5",279.236538461537,456.503564469888,82,0.611685340914697,0.972862924884845,"HXC11"
"draw 4 - draw 5",-209.018461538462,463.274665828679,82,-0.451176109888465,0.991287113684907,"HXC11"
"draw 1 - draw 2",-132.993421052632,41.2470929926027,82,-3.22431016111809,0.0151887500629605,"RALYL"
"draw 1 - draw 3",-220.85,43.3516790576816,82,-5.0943816894877,2.13911763522479e-05,"RALYL"
"draw 1 - draw 4",-170.811666666667,44.210211492426,82,-3.86362473511193,0.00202556830795442,"RALYL"
"draw 1 - draw 5",-163.309615384616,46.2556836768607,82,-3.53058483635193,0.00599632968419583,"RALYL"
"draw 2 - draw 3",-87.8565789473685,45.5762689978508,82,-1.92768256110458,0.311152504505508,"RALYL"
"draw 2 - draw 4",-37.8182456140352,46.39365278623,82,-0.815159905349378,0.925260248997025,"RALYL"
"draw 2 - draw 5",-30.3161943319841,48.3468353779027,82,-0.627056436993606,0.970299191334532,"RALYL"
"draw 3 - draw 4",50.0383333333333,48.2743867452408,82,1.03654001028333,0.83765684395725,"RALYL"
"draw 3 - draw 5",57.5403846153844,50.1543805448521,82,1.14726538320869,0.78087956091524,"RALYL"
"draw 4 - draw 5",7.50205128205108,50.898296738915,82,0.147392973099536,0.999891621138162,"RALYL"
"draw 1 - draw 2",322.108114035087,527.311194810666,82,0.610850134047964,0.972997793599782,"ROBO2"
"draw 1 - draw 3",2.16041666666538,554.216649523744,82,0.00389814464888757,0.999999999946418,"ROBO2"
"draw 1 - draw 4",-1016.59083333334,565.192302135917,82,-1.79866362208321,0.381394633008922,"ROBO2"
"draw 1 - draw 5",-1817.48621794872,591.342033020459,82,-3.07349404652559,0.0233755177933913,"ROBO2"
"draw 2 - draw 3",-319.947697368421,582.65625809264,82,-0.549119129717734,0.9817572866628,"ROBO2"
"draw 2 - draw 4",-1338.69894736842,593.105858071635,82,-2.25709951967248,0.169635037122985,"ROBO2"
"draw 2 - draw 5",-2139.59433198381,618.075740101455,82,-3.46170249560774,0.00743490208898667,"ROBO2"
"draw 3 - draw 4",-1018.75125,617.149542101072,82,-1.65073645932181,0.469930470204075,"ROBO2"
"draw 3 - draw 5",-1819.64663461539,641.183763782767,82,-2.83794870893188,0.0441285700098658,"ROBO2"
