"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"P02786",0.672023703279724,12.2296555760993,6.62232002204275,4.45805043336438e-09,6.68707565004657e-06,10.4688618805758
"Q9NZC2",0.995260860303994,11.6597539020788,5.51621134709134,4.57655868996133e-07,0.00017162095087355,6.15314725483167
"P39900",0.750061166010145,9.92178961889671,3.81926613756983,0.000271264979235877,0.0332098474639651,0.25598544353136
"Q12778",0.253442047606548,11.1351227053956,3.71653982293545,0.00038352106449277,0.038352106449277,-0.0593140339324512
"Q76M96",0.31357110643219,10.6251646676162,3.63154449806046,0.000508634018070175,0.0448794721826625,-0.315769024326762
